,title,artist,date,description,text,tags,group,event,category,url,image,Duración
92,Concierto de Keith Fullerton Whitman,No definido,15 abr 2012,"Tras centenares de e-mails y años de incansable persecución, al límite de lo permisible, podemos anunciar que nuestro admirado Keith Fullerton Whitman estará con nosotros, directo desde Cambridge (EE. UU.).
Duración: 1 hora","Allí es donde compone e improvisa desde su obsesión por la música electrónica (ambient music, drone, electronic, drill and bass, música concreta o krautrock). Firma principalmente con su nombre y apellidos, aunque Hrvatski es su otro alias afamado. Sus producciones se las reparten sellos como Digitalis, Arbor, Carpark, No Fun, Pan y ahora también Mego, con su recién estrenado Generators (2012), una exploración profunda del sonido analógico y la síntesis modular en vivo, una de sus obsesiones más productivas. Y junto a ese trabajo, en marzo publica Occlusion (NNA Tapes), un disco compartido con Eli Keszler donde ahonda en la síntesis digital como herramienta para acercarse a sus materias de estudio: la psicoacústica, lo multi-temporal, la free electronic music... la infinitud y lo inabarcable como características del sintetizador. Además dirige una de las más maravillosas tiendas-mail orders del mundo, Mimaroglu.",[''],Electrónica en Abril 2012,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/concierto-keith-fullerton-whitman,https://www.lacasaencendida.es/storage/11443/responsive-images/2398-609f-electronica_abril_2012_keith_fullerton_th___detail_1600_900.jpg,1 hora
93,Concierto de Raime,No definido,14 abr 2012,"Desde Londres, alabado por Aphex Twin, Raime busca reconfigurar la composición electrónica como una fuerza inquisitiva física y emocional.

*Concierto doble: Nate Young + Raime.
Duración: 1 hora","Un dúo rodeado de misterio, emplazado en Londres, que busca reconfigurar la composición electrónica como una fuerza inquisitiva física y emocional. Habiendo publicado tres Eps (el último, Hennail) en el sello Blackest Ever Black, Raime explora un mundo que se expande a través de vastas olas de sonido, hermosamente intrincadas e ingeniosamente industriales, urdiendo a su alrededor viscerales ciclos rítmicos. Buceando en el primigenio sonido Gótico europeo y la synth wave, e inspirándose en artistas y corrientes omitidas de la narrativa actual de lo que fue el post punk, ha logrado encontrar una grieta en el lenguaje de la música de club actual para implementar su propio estilo. Remezclado por Regis, quizá la mejor descripción de su sonido sea la del crítico Simon Reynolds: “como si el dubstep hubiera brotado del ennegrecido útero de Dead Can Dance”. Su álbum de debut será uno de los acontecimientos de este 2012.",[''],Electrónica en Abril 2012,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/concierto-raime,https://www.lacasaencendida.es/storage/11677/responsive-images/2669-609f-electronica_abril_2012_raime_th___detail_1600_900.jpg,1 hora
94,Concierto de Nate Young,No definido,14 abr 2012,"A Nate Young, leyenda del noise, siempre le ha gustado incluir utensilios hechos a mano y aparatos electrónicos customizados en su práctica sonora.

*Concierto doble: Nate Young + Raime.
Duración: 1 hora","Nate Young es más conocido por su trabajo con Wolf Eyes, la banda que creó en 1998, emblema del noise americano más indomable. En 2007 su grupo Demons fue uno de los instigadores de la vuelta al sonido de los sintetizadores vintage, como herramienta para adentrarse en territorio electrónico. Tanto en solitario como con Stare Case (su dúo de blues esquizoide con John Olson, también miembro de Wolf Eyes) su aproximación al sonido es similar: bajo y sintetizadores espectrales, repetitivos, electrónica lo-fi emparentada con las bandas sonoras de terror, casi una elegía techno ralentizada de alienantes y cacofónicas proporciones, como atestigua su último y asfixiante álbum, Stay Asleep (NNA Tapes, 2011).",[''],Electrónica en Abril 2012,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/concierto-nate-young,https://www.lacasaencendida.es/storage/11747/responsive-images/2749-609f-electronica_abril_2012_nate_young_th___detail_1600_900.jpg,1 hora
95,Concierto de Roly Porter,No definido,14 abr 2012,"Junto a Jamie (Kuedo), Roly dio forma a Vex'd como una de las avanzadillas del dubstep más experimental, sinónimo de unas producciones de una violencia incontenible, responsables de haber marcado el desarrollo y evolución del dubstep.
Duración: 1 hora","En solitario, como Roly Porter, la pista de baile o el club como espacio de encuentro físico cede su protagonismo a paisajes mucho más íntimos, configurados entorno a la fusión de drones, techno, ambient y clásica moderna. Aftertime (Subtext, 2011) ejemplifica como pocos trabajos de 2011 ese afán por abrir nuevos canales para una electrónica hecha de carne, corazón y software, con la bella aportación de las ondas Martenot, instrumento que domina su tía Cynthia Millar.",[''],Electrónica en Abril 2012,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/concierto-roly-porter,https://www.lacasaencendida.es/storage/11122/responsive-images/1972-609f-electronica_abril_2012_roly_porter_th___detail_1600_900.jpg,1 hora
96,Ensayo final para utopía,Andrés Duque,14 abr - 15 abr 2012,Película que discurre entre lo autobiográfico y lo político en la que se entrelazan imágenes de viejas utopías con el hecho inmutable del fin de la vida.,"El director
Andrés Duque (1972) estudió Periodismo en su país natal, Venezuela, antes de mudarse a España donde cursó el Máster en Teoría y Práctica del Documental de la Universidad Autónoma de Barcelona. Actualmente, combina su actividad de cineasta con la docencia. Se dejaría matar por Gena Rowlands, y algunos afirman que le han visto levitar por las Ramblas de Barcelona.
La película
Ensayo final para utopía, de Andrés Duque. España, 2012. 75 min. Coloquio con el director tras la proyección. La cinta empieza con un viaje del director a Mozambique para buscar viejas películas hechas allí; mientras extrañas premoniciones le entristecen y la delicada salud de su padre le obliga a regresar a Venezuela. A partir de este momento la historia discurre entre lo autobiográfico y lo político, entrelazándose imágenes de viejas utopías.",[''],Cine contemporáneo: abril,No details,['CINE'],https://www.lacasaencendida.es/cine/ensayo-final-para-utopia-andres-duque,https://www.lacasaencendida.es/storage/11527/responsive-images/2492-609f-cine_contemporaneo_ensayo_final_utopia_th___detail_1600_900.jpg,
97,Concierto de Hype Williams,No definido,13 abr 2012,"Con una estructura de la que poco se sabe, siempre enigmática y enemiga de lo común, Hype Williams son únicos por su mezcla de dub lo-fi y funk post industrial, más o menos pop, y siempre dislocado.

*Concierto doble: Blues Control, Laraaji & Arji + Hype Williams.
Duración: 1 hora","Hype Williams parece estar integrado al menos por la artista rusa Inga Copeland y el londinense Dean Blunt. Parte de su atractivo está en su carácter elusivo y etéreo. Su primer álbum oficial, Hype Williams (Carnivals, 2010), se une a esa larga lista de sustancias psicoactivas del orden sonoro. One Nation, publicado por Hippos in Tanks (James Ferraro, Laurel Halo) en 2011, es su último largo, otro soplo de detritus cósmico elevado a su máxima potencia.
Recomendamos fervientemente revisar la colección de antivídeos que circulan por la Red con su impronta.",[''],Electrónica en Abril 2012,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/concierto-hype-williams,https://www.lacasaencendida.es/storage/11444/responsive-images/2399-609f-electronica_abril_2012_hype_williams_th___detail_1600_900.jpg,1 hora
98,"Concierto de Blues Control, Laraaji & Arji",No definido,13 abr 2012,"En FRKWYS Vol. 8, el dúo de Filadelfia Blues Control (hard rock, electrónica y new age) improvisa junto a Laraaji (Edward Larry Gordon), “compositor intuitivo sonoro, músico celestial…”, uno de los pioneros del ambient cósmico.

*Concierto doble: Blues Control, Laraaji & Arji + Hype Williams.
Duración: 1 hora","La serie FRKWYS puesta en marcha por el sello RVNG Intl., con la que artistas de diferentes generaciones colaboran en proyectos inéditos, nos dejó en abril de 2011 uno de los discos del año, FRKWYS Vol. 8, donde el dúo de Filadelfia Blues Control (hard rock, electrónica y new age) improvisa junto a Laraaji (Edward Larry Gordon), “compositor intuitivo sonoro, músico celestial…”, uno de los pioneros del ambient cósmico (Ambient 3: Day of Radiante fue producido por Brian Eno para su serie ambient en 1980). La amplitud y el aliento de tal colaboración suena épica, un viaje que de alguna forma nos pone en sintonía con ese universo que en estas composiciones se dibuja para ser vivido en trance, de forma extática. Cintas, cítara, teclado, guitarra y una forma de entender el mundo que nos invita a abrir las otras puertas de la percepción.",[''],Electrónica en Abril 2012,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/concierto-blues-control-laraaji-arji,https://www.lacasaencendida.es/storage/11528/responsive-images/2494-609f-electronica_abril_2012_blues_control_laraaji_th___detail_1600_900.jpg,1 hora
99,Concierto de Thomas Köner,No definido,13 abr 2012,"Sumergido de forma exquisita en el trabajo visual en estos últimos años, por fin la música de Thomas Köner vuelve a ser noticia...
Duración: 1 hora","...No solo por la maravillosa reedición del clásico Biokinetics (Type100, 2012), el álbum que en 1996 publicara como Porter Ricks para Chain Reaction, uno de los primeros del legendario label alemán y que sentaría las bases del dub techno como el nuevo ambient, sino también porque acaba de aparecer Novaya Zemlya (Touch, 2012), devolviéndonos a un artista que, como ya hiciera en su trabajos para Mille Plateaux, es capaz de descubrirnos siempre nuevos aspectos de un sonido que en sus manos es inagotable, como una ventana abierta a otros mundos de sutil y bella complejidad. Desde sus inicios ha buscado intensificar la experiencia sonora, de ahí que haya abrazado otras disciplinas como el cine, las instalaciones, el vídeo o la fotografía, colaborando con artistas como Max Eastley, Yann Beauvais o Asmus Tietchens. Solo él podía remezclar a Nine Inch Nails y Claude Debussy.",[''],Electrónica en Abril 2012,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/concierto-thomas-koner,https://www.lacasaencendida.es/storage/11123/responsive-images/1973-609f-electronica_abril_2012_thomas_koner_th___detail_1600_900.jpg,1 hora
100,LUCES Y SOMBRAS DE NUNCA JAMÁS,No definido,12 abr - 19 abr 2012,El ciclo recoge el tema de la inmadurez en el cine. Nuestra resistencia a crecer como acto de rebeldía y como actitud ligada al consumismo.,,[''],RADIO - Archivo de entrevistas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/luces-y-sombras-nunca-jamas,https://www.lacasaencendida.es/storage/11145/responsive-images/2033-609f-luces_sombras_nunca_jamas_th_0___detail_1600_900.jpg,
101,Concierto de Manuel Göttsching,No definido,12 abr 2012,"Por primera vez en nuestra ciudad, Manuel Göttsching, uno de los padres fundadores de la electrónica moderna, presenta en directo su legendario disco E2-E4.
Duración: 1 hora","Que mejor manera de celebrar el 10.º aniversario del Festival Electrónica en Abril que invitando a Manuel Göttsching para que presente en directo su ya legendario E2-E4, álbum que el artista alemán grabó el 12 de diciembre de 1981 en su estudio, empleando sintetizadores, secuenciadores, caja de ritmos y guitarra, y publicado por primera vez en 1984 (de la mano de Sueño Latino, que lo samplearon, y se convirtió en número uno en muchos países en 1989) y que, quizá como ningún otro disco del siglo XX, se adelantó a la gran eclosión de la música electrónica que hemos celebrado en un festival como el nuestro. Un disco que desde el minimalismo –la repetición de un par de acordes que te envuelven mutando imperceptiblemente– y el ambient se anticipó al techno, al house y al electro sin quererlo, invitándonos a bailar en el proceso. Alma máter de los legendarios Ash Ra Tempel junto a Klaus Schulze (después Ashra), Manuel Göttsching fue figura esencial en el desarrollo de una música alemana, kosmische, alejada del síndrome anglosajón, junto a artistas de la talla de Tangerine Dream, Kraftwerk o Can. Cincuenta y nueve minutos y veinte segundos de pura improvisación que cambiaron para siempre el devenir de la música de baile electrónica.",[''],Electrónica en Abril 2012,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/concierto-manuel-gottsching,https://www.lacasaencendida.es/storage/11342/responsive-images/2257-609f-electronica_abril_2012_manuel_gottsching_th___detail_1600_900.jpg,1 hora
102,Sesión con Andrés Duque,No definido,12 abr 2012,"Andrés Duque nos presenta una particular selección de vídeos de Internet centrados en la relación del hombre con las máquinas que crea.
Duración: 1 hora","Andrés Duque (1972) estudió Periodismo en su país natal, Venezuela, antes de mudarse a España donde cursó el Máster en Teoría y Práctica del Documental de la Universidad Autónoma de Barcelona. Sus trabajos en vídeo forman parte de la pujante no ficción española, un espacio incierto, caracterizado por la autoproducción, la no sujeción a formatos o duraciones estándar y la hibridación genérica. En 2004, dirige Iván Z, un retrato del cineasta de culto Iván Zulueta que, además de participar en más de una decena de festivales internacionales, le vale la nominación al Goya. En 2011, su película Color perro que huye recorre varios festivales internacionales como Rotterdam, Las Palmas o Viennale, gana el premio del público en el Festival Punto de Vista de Navarra y es considerada una de las diez mejores películas del año por Cahiers du cinèma España. Su última película, Ensayo final para utopía (2012), también ha emprendido su recorrido por festivales de prestigio y se proyectará el 14 y el 15 de abril en La Casa Encendida. Actualmente combina su actividad de cineasta con la docencia. Se dejaría matar por Gena Rowlands, y algunos afirman que le han visto levitar por Las Ramblas de Barcelona.",[''],Videoplaylist,No details,['CINE'],https://www.lacasaencendida.es/cine/sesion-andres-duque,https://www.lacasaencendida.es/storage/11543/responsive-images/2519-609f-videoplaylist_andres_duque_th_1___detail_1600_900.jpg,1 hora
103,"Charla ""¿Nos cuesta adquirir conductas pro-ambientales? """,No definido,12 abr 2012,"¿Cuáles son los obstáculos que nos impiden adoptar conductas pro-ambientales? ¿El entorno urbano puede condicionarnos? ¿Existen barreras psicológicas para el reciclaje? ¿Y facilitadores de conductas?
Duración: 2 horas","De carácter ameno, esta charla se construirá a partir de preguntas relacionadas con la psicología ambiental, la sociología y la educación ambiental. Además, junto al público reflexionaremos Participan: Marisol Mena, jefa del Departamento de Educación Ambiental y Agenda 21 del Ayuntamiento de Madrid; Javier Garrido, profesor de Ciencias Políticas de la Universidad Complutense de Madrid y miembro de CIMAS Innovación y Medio Ambiente; Pablo Llobera, educador ambiental; María José Álvarez; miembro del equipo investigador de ECOMAS (Grupo de Investigación de la Universidad de Las Palmas de Gran Canaria); y Concepción Piñeiro, miembro del equipo investigador de ECOMAS.",[''],Not in a group,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/charla-nos-cuesta-adquirir-conductas-pro-ambientales,https://www.lacasaencendida.es/storage/10979/responsive-images/1816-609f-adquirir_conductas_pro_ambientales_th___detail_1600_900.jpg,2 horas
104,La tertulia literaria como herramienta del aprendizaje dialógico,No definido,11 abr 2012,"Las tertulias se basan en el diálogo. Éste se convierte en generador de aprendizaje. El aprendizaje dialógico tiene como base las reflexiones, los debates y los argumentos (la fuerza del argumento, y no el argumento de la fuerza), así como las experiencias de la vida cotidiana de las personas participantes; y como objetivo, la transformación social a favor de una sociedad más justa, democrática y solidaria.
Duración: 2 horas","El aprendizaje dialógico se fundamenta en las aportaciones que han hecho, desde la Pedagogía, Paulo Freire y, desde la Sociología, J. Habermas. Esta actividad marca el inicio del ciclo de tertulias en torno al libro El valor del tiempo: ¿cuántas horas te faltan al día?, de M.ª Ángeles Durán (Ediciones Internacionales Universitarias, 2007), que ofrecerá un espacio para el diálogo y la reflexión sobre el tiempo, uno de los bienes más preciados en la vida porque, una vez perdido, no se puede recuperar. Máxime, cuando, según M.ª Ángeles Durán, el 47% de la población española experimenta la sensación de falta del mismo. En cada sesión, se establecerán un número de páginas a leer con el objetivo de dialogar sobre los contenidos y los temas que de ellas se derivarán, como el género, los cuidados, el ocio, el trabajo, la movilidad, etc.",[''],Not in a group,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/la-tertulia-literaria-como-herramienta-del-aprendizaje-dialogico,https://www.lacasaencendida.es/storage/11597/responsive-images/2576-609f-tertulia_literaria_th___detail_1600_900.jpg,2 horas
105,"Sesión ""Polimorfos perversos. Una línea dinástica""",No definido,11 abr - 17 abr 2012,"Harry (Langdon) representa la vida elemental en Sus primeros pantalones, una de las obras maestras más extrañas y perversas del cine cómico mudo. Años más tarde, la ambigüedad de Langdon se reencarnaría en clave pop en la figura de Pee Wee Herman, de la mano de Tim Burton.","“Harry (Langdon) es la vida elemental, lo puramente orgánico, vive más lejos de la existencia de sus propios gestos que los animalitos de Miró. Keaton a su lado es un místico y Charlot un putrefacto”, escribió Salvador Dalí. Pieza fundacional de la poética cinematográfica del polimorfo perverso, Sus primeros pantalones es una de las obras maestras más extrañas y perversas del cine cómico mudo: la escena en la que el infantilizado Langdon intenta asesinar a su novia, en lo más profundo del bosque, remata una trama que parece estar pidiendo a gritos una lectura psicoanalítica sobre las gestiones del deseo en los limbos de la inmadurez. Años más tarde, la ambigüedad de Langdon se reencarnaría en clave pop en la figura de Pee Wee Herman, niño póstumo y eterno que vivió en el mejor programa de televisión infantil de todos los tiempos antes de toparse con el escandaloso final de su carrera en la oscuridad de una sala X.
PROGRAMA 1 - Mi11.Abril y Ma17.Abril, 18.30 h
Sus primeros pantalones, de Frank Capra. EE. UU, 1927. 60 min
Harry es un inocente chico que vive obsesionado con el amor. Un día, mientras sus padres intentan que Prisicilla se comprometa con él, éste conoce por accidente a Bebe Blair, una mujer fatal implicada en el tráfico de drogas de la que se enamora al instante. Cuando Bebe es detenida, el pobre Harry acude en su rescate.
La historia está protagonizada por el olvidado cómico Harry Langdon.",[''],"Ciclo ""Luces y sombras de Nunca Jamás""",No details,['CINE'],https://www.lacasaencendida.es/cine/sesion-polimorfos-perversos-una-linea-dinastica,https://www.lacasaencendida.es/storage/11599/responsive-images/2578-609f-luces_sombras_nunca_jamas_polimorfos_th___detail_1600_900.jpg,
106,"Sesión ""Arquitecturas del placer y tiranías portátiles""",No definido,10 abr 2012,"Un viaje alucinante al corazón de las tinieblas del despotismo pre-escolar en uno de los episodios más celebrados del legendario programa televisivo The Twilight Zone (En los límites de la realidad). Rod Serling adaptó un relato de Jerome Bixby para crear un modelo de monstruo inédito en el imaginario del fantástico: un niño mimado y despótico capaz de mantener a toda su familia asfixiada bajo el yugo de su imperativo de placer.
Duración: 1 hora 30 minutos","Años más tarde, Joe Dante recreó esa miniatura de oro en uno de los segmentos de la película colectiva En los límites de la realidad (1983), realizada como homenaje nostálgico a la serie The Twilight Zone. En la pieza de Dante, aparecían animaciones de la inclasificable Sally Cruikshank, heredera pop de la estética de los hermanos Fleischer, que presenta, en esta sesión, una completa retrospectiva de su arte, donde psicodelia, ecos del cartoon clásico y una exploración de las arquitecturas lúbricas de parque temático se combinan para proporcionar una experiencia realmente difícil de olvidar.
Sally Cruikshank
Prestigiosa dibujante y animadora norteamericana que ha trabajado durante más de una década en Barrio Sésamo. Su cortometraje Quasi at Quackadero fue incluido en el Nacional Film Registry de la Librería del Congreso de los EE. UU. por su alto valor artístico y cultural.
Obras que se proyectan: Quasi at the Quackadero (1975), Make Me Psychic (1978), Quasi’s Cabaret Trailer (1980), Face Like a Frog (1988) y Animated Self-Portraits (1989).
The Twilight Zone",[''],"Ciclo ""Luces y sombras de Nunca Jamás""",No details,['CINE'],https://www.lacasaencendida.es/cine/sesion-arquitecturas-del-placer-y-tiranias-portatiles,https://www.lacasaencendida.es/storage/11352/responsive-images/2278-609f-luces_sombras_nunca_jamas_arquitecturas_th___detail_1600_900.jpg,1 hora 30 minutos
107,"Conferencia ""Polimorfos perversos en las arquitecturas del placer: de Disneylandia a Neverland""",No definido,10 abr 2012,"Presentación del ciclo “Luces y sombras de Nunca Jamás” y conferencia a cargo de Jordi Costa, comisario del ciclo.
Duración: 2 horas","“De la inmadurez –¡vaya una palabra comprometedora y desagradable! – hice mi caballo de batalla”, afirmaba Witold Gombrowicz. Jordi Costa presenta el ciclo cinematográfico “Luces y sombras de Nunca Jamás” con una conferencia que propone un recorrido a través de los distintos rostros en distintos campos de la cultura de un concepto de absoluta contemporaneidad: la inmadurez. Como patología, pero también como trinchera, como resistencia frente a una madurez que se encarna en valores absolutos y en dogmas que reciclan todo potencial de libertad en nombre de la responsabilidad y que conducen a la parálisis existencial.
La inmadurez como perversión, insumisión, burbuja y herramienta para cuestionar los valores establecidos, pero también la inmadurez como solipsismo enfermizo, mecanismo de defensa y claudicación irritante.",[''],"Ciclo ""Luces y sombras de Nunca Jamás""",No details,['CINE'],https://www.lacasaencendida.es/cine/conferencia-polimorfos-perversos-las-arquitecturas-del-placer-disneylandia-neverland,https://www.lacasaencendida.es/storage/11524/responsive-images/2488-609f-luces_sombras_nunca_jamas_conferencia_th___detail_1600_900.jpg,2 horas
108,"Sesión ""La revolución de la inmadurez o regreso a la escuela""",No definido,9 abr 2012,"La adaptación cinematográfica de Ferdydurke, la obra maestra del polaco Witold Gombrowicz, dirigida por Jerzy Skolimowsky en 1991, revela cuál fue la fuente transgresora de la que surgió uno de los temas arquetípicos de la nueva comedia americana: el regreso a la escuela.
Duración: 2 horas","En el papel de Mintus, amigo del protagonista, Crispin Glover, uno de los actores más felizmente polimórficos del cine contemporáneo, abre triunfalmente este ciclo que él mismo se encargará de clausurar, en persona, en el mes de junio de la mano de sus películas What is It? (2005) e It is Fine. Everything is Fine! (2007). Por su parte, en Billy Madison, un Adam Sandler cruzando las últimas fronteras de lo irritante demuestra que el cine palomitero quizá no ha leído a Gombrowicz, pero, en el fondo, ha asimilado parte de su lección magistral.
PROGRAMA 1 - Lu09.Abril, 18.00 h, y lu23.Abril, 20.00 h
Ferdydurke (30 Door Key), de Jerzy Skolimowsky. Francia/Polonia, 1991. 90 min
Varsovia. 1939. Joseph Kowalski es un joven escritor que vuelve al colegio con 30 años, al inicio de la Segunda Guerra Mundial. Esta película es la adaptación de la novela Ferdydurke, de Witold Gombrowicz, una obra maestra de la modernidad literaria a medio camino entre el dadaísmo y la reflexión filosófica.
PROGRAMA 2 - Lu09.Abril, 20.00 h, y Lu23.Abril, 18.00 h
Billy Madison, de Tamra Davis. EE. UU., 1995. 89 min
Desde que terminó el colegio, la vida de Billy, el rico heredero del Madison Hotel, ha sido una fiesta continua. Todo cambia cuando su padre le informa de que piensa poner su millonaria empresa a nombre de su codicioso vicepresidente, Eric Gordon. Billy despierta de su letargo y retoma sus estudios para sacarse un título en 24 semanas, sin que su padre tenga que financiarle ni un dólar. ¿Será capaz Billy de enderezar su vida y conseguir el respeto de su padre para mantener su fortuna?",[''],"Ciclo ""Luces y sombras de Nunca Jamás""",No details,['CINE'],https://www.lacasaencendida.es/cine/sesion-la-revolucion-la-inmadurez-o-regreso-la-escuela,https://www.lacasaencendida.es/storage/11280/responsive-images/2192-609f-luces_nunca_jamas_revolucion_inmadurez_th___detail_1600_900.jpg,2 horas
109,Day is Done,Thomas Imbach,7 abr - 8 abr 2012,"Un hombre detrás de una cámara buscando una imagen, pero ¿de qué?: ¿de sí mismo?, ¿del mundo?, ¿de la sociedad?","El director
Thomas Imbach (1962) es fundador de la productora Okofilm junto a Andrea Staka, con quien ha realizado varios filmes proyectados con éxito en festivales de todo el mundo: Well Done (1994), Ghetto (1997), Happiness is a Warm Gun (2001) y I Was a Swiss Banker (2007).
La película
Day is done, de Thomas Imbach. Suiza, 2011. 111 min Un hombre detrás de una cámara buscando una imagen, pero ¿de qué?: ¿de sí mismo?, ¿del mundo?, ¿de la sociedad?. Una serie de mensajes en el contestador del realizador y tomas del paisaje urbano de Zúrich nos cuentan no solo la historia de una vida, sino también la de un fragmento de nuestra historia contemporánea.
En colaboración con L’Alternativa. Festival de Cinema Independent de Barcelona",[''],Cine contemporáneo: abril,No details,['CINE'],https://www.lacasaencendida.es/cine/day-done-thomas-imbach,https://www.lacasaencendida.es/storage/11341/responsive-images/2256-609f-cine_contemporaneo_day_done_th___detail_1600_900.jpg,
110,Entrevista a Andrés Duque,No definido,5 abr - 12 abr 2012,"El cineasta es un espectador asiduo de youtube. En su sesión ""Deus ex-machina"" muestra los usos de las máquinas en el medio audiovisual.",,[''],RADIO - Archivo de entrevistas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/entrevista-andres-duque,https://www.lacasaencendida.es/storage/11147/responsive-images/2035-609f-videoplaylist_andres_duque_th_0___detail_1600_900.jpg,
111,Concierto de Senking,No definido,1 abr 2012,"En los últimos años, ha desarrollado un estilo propio de música electrónica, paralelo al ideario de pureza digital típica de Raster-Noton, pero con un acabado mucho más orgánico derivado de fuentes sonoras diversas.
Duración: 1 hora","Jens Massel aka Senking (también Fumble, Kandis, y Poto & Cabengo) se ha establecido como parte integral de la escena musical electrónica de Colonia (Alemania) desde 1995, debutando en el sello Karaoke Kalk como Kandis. Creando una música lejos del típico sonido techno de la ciudad (Kompakt), o del estilo sutilmente humorístico del sello A-Musik, el ""sonido de Colonia"" ha ganado mucho con él. Además, es el teclista de la banda Genf, publicada por el aclamado sello Compost.
Debuta como Senking en 1997, dentro de una línea de electrónica digital minimalista refinada, llamando la atención del prestigioso sello alemán Raster-Noton, que le ficha en 1999 publicándole hasta el momento seis compactos y un 12” (con excelentes críticas internacionales).
Para él, la base prioritaria de su sonido son las emociones, y la espontaneidad en sus composiciones y actuaciones. En los últimos años, viene desarrollando un estilo propio de música electrónica paralelo al ideario de pureza digital típica de Raster-Noton, pero con un acabado mucho más orgánico, derivado de fuentes sonoras diversas (grabaciones de campo, sintetizadores e instrumentos analógicos, etc.), produciendo atmósferas oscuras, ecos profundos, melodías entrecortadas… y explorando profundidades abismales del sonido con una estructura similar a una banda sonora. Muchos se han referido al dubstep en artículos sobre su último álbum Pong, pero es más bien por su exploración de los límites del espectro sonoro que por una relación directa con el género. Su reciente EP en vinilo Tweek está también pensado para ser una herramienta de DJ, destinada a un ambiente de club vanguardista.",[''],Soundays,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/concierto-senking,https://www.lacasaencendida.es/storage/11445/responsive-images/2400-609f-soundays_senking_th___detail_1600_900.jpg,1 hora
112,"Sally Golding, Sculpture y Martha Colburn",No definido,31 mar 2012,"El festival ""PLAY. Cine en directo"" reúne durante los días 29, 30 y 31 de este mes a artistas visuales que trabajan en directo con la imagen proyectada y que transforman el cine en un arte escénico.
Duración: 1 hora","22:00 h - Sally Golding (16mm)
La australiana Sally Golding filma, revela y proyecta sus propias películas en 16mm. Combinando el performance con las proyecciones sobre su propio cuerpo crea imágenes de fantasmagoría y efectos de luz que recuerdan a la prehistoria del cine, un mundo a medio camino entre la ciencia y la superstición.
22:40 h - Sculpture (animación y música)
Sculpture es el dúo del productor y músico electrónico Dan Hayhurst y el artista visual Reuben Sutherland. Hayhurst trabaja con equipos lo-fi; loops de cinta magnética, cassettes y toca discos, para componer un collage sonoro que combina a la perfección con las animaciones estroboscópicas de Sutherland. Las proyecciones, hechas con un tocadiscos, desarrollan un estilo de animación tradicional, el zoetrope, en donde las imágenes giran sobre sí mismas creando la ilusión de movimiento.
23:15 h - Martha Colburn, Hayden Chisholm y Juan Felipe Waller (16mm,animación y música)
Martha Colburn ha desarrollado su particular manera de hacer animación en estrecha colaboración con la música, proyectando en directo con músicos como Felix Kubin, Jad Fair o Deerhof. Su variado trabajo también se puede ver en museos (Whitney, Pompidou) o en festivales de cine (Cannes, Rotterdam). Sus animaciones, recortes de sus propias pinturas, utilizan un estilo de collage que le permite trabajar en distintos formatos con sorprendente facilidad. En esta actuación estará acompañada por el saxofonista neozelandés Hayden Chisholm y el compositor mexicano Juan Felipe Waller.",[''],Festival PLAY 2012. Cine en directo,No details,['CINE'],https://www.lacasaencendida.es/cine/sally-golding-sculpture-y-martha-colburn,https://www.lacasaencendida.es/storage/11754/responsive-images/2760-609f-play_2012_martha_colburn_th_1___detail_1600_900.jpg,1 hora
