,title,artist,date,description,text,tags,group,Dirigido a,Ubicación,Duración,Precio,event,category,url,image
145,Cinco años de The video essay,No definido,1 dic 2022,La llegada del vídeo-ensayo supuso un impulso sin precedentes para la crítica y el análisis fílmico; una nueva forma de estudiar el cine del pasado y el presente que cuenta ya con sus propios maestros.,"Autores como Adrián Martín, Cristina Álvarez López, Kevin B. Lee y kogonada establecieron algunos de los códigos esenciales de esta disciplina profundamente creativa y heterodoxa. 
En 2017, FILMADRID creaba junto a la plataforma de cine online MUBI, The Video Essay, la primera sección organizada por un festival de cine consagrada en exclusiva al arte del vídeo-ensayo.
Desde entonces, más de 40 trabajos han participado en este espacio. 
Esta sección no competitiva del festival reivindica una vez más la importancia de repensar las imágenes y el cine desde una perspectiva teórica que se funde con la práctica. 
FILMADRID presenta una antología de esas obras, incluyendo una obra de cada edición, componiendo así un panorama único que demuestra la importancia y constante evolución del vídeo-ensayo. 
Los trabajos seleccionados para este programa son:
The Eternal Virgin, de Jorge Suárez-Quiñones Rivas. España, 2017.
Hollis, de Miguel Rodríguez. España, 2018. 
Correct Machine, de Eva Elcano Fuentes. España, 2019.
Apunte 7, de Mayra Morán. Chile / España,  2020.  
From The Flicker to Gaspar Noé, de Carlos Baixauli, 2021.
Back to Theaters, de Victoria Oliver Farner. España,  2022. ",[''],Pasajes FILMADRID,,,2 horas,,No details,['CINE'],https://www.lacasaencendida.es/cine/cinco-anos-video-essay,https://www.lacasaencendida.es/storage/5847/responsive-images/13411-609f-pasajes_video_essay_nt___detail_1600_900.jpg
146,Encuentro con Concha García y María Ángeles Maeso,No definido,1 dic 2022,"La Biblioteca de La Casa Encendida acoge este encuentro en el que las dos poetas nos presentarán sus últimos libros, Cuota de mal (Concha García) y ""Quién es se"" (María Ángeles Maeso) pertenecientes a la colección de Poesía Rayo Azul de Huerga & Fierro Editores. El acto estará presentado por la escritora y antóloga Noni Benegas.","CUOTA DE MAL, de Concha García es un poemario maduro y reivindicativo de la poesía. Este libro recoge el pensamiento y la poética de la cordobesa, afincada en Barcelona desde hace muchos años, Concha García (La Rambla, 1956). No es ni más ni menos que las preguntas, más que las respuestas, que se hace con el paso de los años, en una vida dedicada a la literatura, como es la suya. Un vocabulario de colores y de momentos y situaciones nos da cuenta desde su mirada lírica, penetrante e irónica, de las cosas que hay fuera de nuestra mente. Posiblemente, todo lo que la persona lectura se pregunte lo encontrará entre esta sesentena de poemas certeros, cual latigazos cerebrales: para despertar. Cuota de mal es un buen regalo para el cerebro de las personas lectoras que abran sus páginas y lean. ¡No cabe ninguna duda!
La poesía de Concha García siempre nos descubre, con esa su peculiar mirada, toda la realidad que nos rodea. Es capaz y logra elevar la anécdota diaria, el momento, el suceso, a la categoría de poesía, sin tapujos ni ornamentación ni retórica posible. Versos claros y concisos. No busquen otra cosa, solo esa poesía trabajada, pulida, diamantina. “Amada orilla del mar/ cuando contemplo tu extensión/ no miro hacia atrás”.
¿QUIÉN ES SE?, de María Ángeles Maeso es una categoría gramatical que se disfraza y juega a las cuatro esquinas. A una de ellas no le gusta nada dar la cara y actúa en la sombra como los modos de producción del materialismo. Se, es el sujeto buscado que, por este poemario, brujulea.
CONCHA GARCÍA nació en 1956 (La Rambla, Córdoba). Ha vivido en Barcelona la mayor parte de su vida. Autora de varios poemarios: Ya nada es rito y otros poemas, Obra reunida1990- 2003, 2018; Acontecimiento, 2008; El día anterior al momento de quererle, 2013; Las proximidades, 2016 y Vasta Sed, 2020. Autora de ensayos sobre poesía: Asomos de Luz y Miradas en los entresijos, 2020; y de diarios: La Lejanía. Cuaderno de Montevideo, 2013; Los antiguos domicilios, 2016; Desvío a Buenos Aires. Diario de una poeta en la Patagonia argentina, 2019 y Ciudades escritas, 2019. Autora de dos antologías de poesía de la Patagonia Argentina. Ha sido premiada en varios Certámenes: Aula Negra de la Universidad de León. Premio Barcarola de Poesía, Jaime Gil de Biedma, Dama de Baza. Tiene la Licenciatura en Filología Hispánica por la Universidad de Barcelona.",[''],Encuentro con autores 2022,,,1 hora 30 minutos,,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/encuentro-concha-garcia-maria-angeles-maeso,https://www.lacasaencendida.es/storage/6262/responsive-images/14122-609f-angeles_maeso_concha_garcia_2022_nt___detail_1600_976.jpg
147,Piloto de caza. Barbarie y terror aéreo en Argentina,No definido,1 dic 2022,"Argentina, 1955. En un intento de golpe de Estado Cívico-Militar, pilotos de la aviación naval y Fuerza Aérea Argentina bombardean la ciudad abierta de Buenos Aires.","Piloto de caza, de Nicolás Dalmasso. Argentina. 2020. 69´
En Piloto de caza, el piloto e investigador Alejandro Covello cuenta la historia del Teniente Ernesto Jorge «Muñeco» Adradas, quien combatió en el aire contra los golpistas y derribó un avión atacante, salvando así incontables vidas inocentes, en el que es el mayor atentado terrorista de la historia argentina, con más de 300 muertos y miles de heridos.
Tras la proyección tiene lugar un coloquio abierto.
Participan:
Nicolás Dalmasso, director de cine (online).
Alejandro Covello, piloto e investigador.
Modera: Miriam Soto Lucas, periodista.",[''],Paz y Memoria. Festival Robert Capa estuvo aquí,,,2 horas,,No details,"['CINE', 'ENCUENTROS']",https://www.lacasaencendida.es/cine/piloto-caza-barbarie-terror-aereo-argentina,https://www.lacasaencendida.es/storage/6295/responsive-images/14206-609f-piloto_caza_barbarie_terror_aereo_argentina_nt___detail_1600_900.jpg
148,La imagen de la Guerra y la guerra de la imagen,No definido,30 nov 2022,La invasión rusa de Ucrania ha reabierto un escenario bélico en Europa que parecía superado y ha vuelto a poner al periodismo gráfico en el centro de todas las miradas.,"Bajo los conceptos paz y memoria como ejes vertebradores de este festival, abordamos la mirada de tres reporteros gráficos que han construido la imagen de los conflictos armados de las últimas décadas. Javier Bauluz, Luis de Vega y Peter Everett son tres profesionales de la imagen que han cubierto multitud de conflictos en todo el mundo. La mesa pretende reflexionar sobre la importancia de la imagen en momentos de conflictos y su capacidad de influencia social en la era de las redes sociales.
Intervienen:
Javier Bauluz, fotoreportero. Premio Pulitzer.
Luis de Vega, enviado especial de El País en Ucrania (online).
Irene Savio, periodista experta en conflictos, migraciones y derechos humanos (online).
Modera y presenta: José Gómez Isla, profesor de la Facultad de Bellas Artes de la Universidad Complutense. Comisario y crítico de Arte.",[''],Paz y Memoria. Festival Robert Capa estuvo aquí,,,2 horas,,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/imagen-guerra-guerra-imagen,https://www.lacasaencendida.es/storage/6294/responsive-images/14205-609f-festival_robert_capa_guerra_imagen_nt___detail_1600_900.jpg
149,"Democracia cultural: conversaciones, encuentros y saberes compartidos",No definido,30 nov 2022,¿Cómo se llevan a la práctica los derechos culturales? ¿Cómo se avanza hacia una mayor democracia cultural? ¿Qué hay que tener en cuenta en el desarrollo de un proyecto de mediación artística y cultural comunitaria?,"Compartimos ideas y reflexiones en torno a estas cuestiones con los agentes implicados en 13 proyectos que han contado con el acompañamiento de la Fundación Daniel y Nina Carasso.
Mediadoras culturales, artistas y profesionales de la administración pública comparten saberes a partir de su experiencia en el desarrollo de los siguientes proyectos:
Barrios convivenciales ante la emergencia climática y social (Sevilla).
erro(re)tik (Donostia).
Pensar una hache (Zaragoza).
La voz que nadie escucha (Madrid).
Habitar el palacio (Extremadura).
mar (Madrid).
Rehacer y expandir la mediación cultural (Madrid).
Red de espacios y agentes de cultura comunitaria (España).
Gravedad13 (Madrid).
Culturarios (España).
Es nuestro (Madrid).
Uci pediátrica (Tenerife).
Fortaleciendo la cultura comunitaria en Aragón (Aragón).",[''],Not in a group,,,2 horas,,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/democracia-cultural-conversaciones-encuentros-saberes-compartidos,https://www.lacasaencendida.es/storage/6303/responsive-images/14243-609f-democracia_cultural_nt___detail_1600_902.jpg
150,Sin justicia social no habrá transición posible,No definido,29 nov 2022,"Las desigualdades están aumentando significativamente en todo el mundo y se ha demostrado que existe un vínculo estrecho entre las desigualdades a nivel ambiental y social. Si no actuamos en ambos planos a la vez, no es viable pensar en ningún modelo de transición justa y sostenible.","Los impactos de la crisis económica, de la crisis ecológica y de la crisis sanitaria de la que estamos intentando salir son una muestra más de cómo las desigualdades están aumentando de manera significativa en todo el mundo y, también, de que existe un vínculo estrecho, aunque no siempre percibido, entre las desigualdades ambientales y sociales. A pesar de ello, los objetivos de justicia social y ecológica suelen verse de manera disociada, cuando no claramente contrapuesta, creando tensiones en las políticas correspondientes y enormes carencias y desajustes en cuanto a las soluciones a los problemas concretos.
Desde la esfera global vemos, por ejemplo, que los países ricos contaminan mucho más que los países pobres y también que se verán mucho menos afectados por las consecuencias. Este es el tipo de injusticia ligada a este fenómeno y que nos induce a pensar que la dimensión ecológica se presenta como la nueva frontera de las injusticias sociales. También hay que comprender que en cada país existen grandes y pequeños contaminadores, así como personas que se verán más afectadas por problemas ligados a la contaminación, la exposición a residuos o sustancias peligrosas, dificultades en el acceso a fuentes de energía, o la exposición frente a eventos o episodios climáticos extremos, etc.
En este sentido, la crisis ecológica plantea la cuestión fundamental no sólo de un “reparto” más o menos justo y sostenible de los recursos naturales disponibles en la naturaleza, sino también, de su degradación, así como de las responsabilidades de los diferentes actores sociales implicados (individuos, empresas, etc.). Esto es una muestra de cómo la conciliación entre las dimensiones antes citadas no sólo es posible sino necesaria, a través de la exploración de vías de trasformación hacia escenarios de mayor justica para superar las crisis actuales.",[''],Debates para un pensamiento inclusivo,,,1 hora 30 minutos,,No details,"['ONLINE', 'ENCUENTROS']",https://www.lacasaencendida.es/contenido-online-actividades/justicia-social-no-habra-transicion-posible,https://www.lacasaencendida.es/storage/6274/responsive-images/14153-609f-justicia_social_transicion_posible_nt___detail_1600_900.jpg
151,'Sobre las nubes',María Aparicio,27 nov 2022,"Estreno en Madrid de la película ganadora de Márgenes WORK en 2019 tras su paso por FIDMarseille. Una película que acompaña a cuatro personas de clase media en su vida cotidiana por la ciudad de Córdoba y se centra en su relación con el trabajo, algo que cristaliza buena parte de los problemas de este mundo.","Sobre las nubes, de María Aparicio. Argentina, 2022. 143’
Ramiro es cocinero en un bar. Hernán es un técnico desempleado. Nora es enfermera en un hospital público. Lucía es empleada en una librería. Cuatro historias y una ciudad en blanco y negro de cielos nublados. Ninguno de ellos se conoce entre sí, sólo son habitantes de la misma ciudad.
María Aparicio (Córdoba, Argentina, 1992) estudió cine en la Universidad Nacional de Córdoba y trabaja en diversos proyectos en el área de cámara y montaje. Las Calles (2016), su primera película como directora, ha participado en numerosos festivales y muestras nacionales e internacionales, obteniendo diversos reconocimientos. En julio de 2022 estrenó su segunda película Sobre las nubes en la competencia internacional del 33º FIDMarseille. Actualmente trabaja en el desarrollo del largometraje Las cosas indefi­nidas.",[''],Márgenes 2022,,,2 horas 30 minutos,,No details,['CINE'],https://www.lacasaencendida.es/cine/nubes-maria-aparicio,https://www.lacasaencendida.es/storage/6279/responsive-images/14164-609f-margenes_work_2022_nt___detail_1600_900.jpg
152,'Herbaria',Leandro Listorti,26 nov - 27 nov 2022,"Una invitación a participar del fascinante universo de preservar la belleza y la memoria de mundos que insisten en desaparecer. Este ensayo audiovisual pone en relación la extinción de especies florales con la pérdida de patrimonio fílmico, conectando también el trabajo de estudio, preservación y catalogación de botánicos y conservadores cinematográficos.","Herbaria, de Leandro Listorti. Argentina, Alemania, 2022. 83’
Dos disciplinas tan distantes, a priori, como son la botánica y la cinematográfica se conectan en Herbaria a partir de sus implicaciones políticas y artísticas.
La película pone de manifiesto unos datos desoladores: por un lado, más de 500 especies de plantas han desaparecido; por otro, el 85% de las películas realizadas entre 1895 y 1900 se han perdido al igual que el 50% de las películas sonoras rodadas en celuloide.
Sin embargo, el carácter fantasmagórico de la imagen cinematográfica, que recoge instantes suspendidos entre la presencia y la ausencia, es capaz de acercarnos a plantas desaparecidas que ya solo pueden ser contempladas en viejas películas, o recuperar imágenes de archivo que para poder ser conservadas han tenido que sacrificar su formato analógico y ahora ya solo existen en digital.
La película cuenta con la participación de destacados cineastas, enmarcados en las corrientes más experimentales como Narcisa Hirsch o Claudio Caldini, quienes trabajan en sus películas sobre las cualidades matéricas del celuloide, explorando sus procesos táctiles y biológicos.
Leandro Listorti (Argentina, 1976). Cineasta, programador y archivista. Fue programador del BAFICI (Festival internacional de cine de Buenos Aires) entre 2005 y 2015. Desde 2016 es el responsable de área de coordinación técnica de conservación y restauración del museo de Cine Pablo Ducrós Hicken, de Buenos Aires, y es uno de los fundadores del Archivo regional de cine amateur (ARCA). En 2010 debutó en el largometraje con la película , con la que participó en los festivales IDFA, Viennale o DocLisboa. En 2014 formó parte del colectivo , junto con cineastas como Claudio Caldini, Verónica Chen, Andrés Di Tella o Gustavo Fontán. En 2018, estrenó en el Festival de Rotterdam su segundo largometraje . Y en 2022 ha presentado su última película hasta la fecha, , estrenada mundialmente en Visions du Réel, donde ganó el premio especial del jurado. Posteriormente ha participado en varios festivales internacionales como Pesaro, New Horizons, Jeonju o Kerala, obteniendo varios premios.",[''],Cine Contemporáneo: Taxonomías,,,,,No details,['CINE'],https://www.lacasaencendida.es/cine/herbaria-leandro-listorti,https://www.lacasaencendida.es/storage/6259/responsive-images/14095-609f-herbaria_leandro_listorti_nt___detail_1600_900.jpg
153,'Umbráfono',Enrique del Castillo,26 nov 2022,La performance Umbráfono es la convergencia perfecta entre las artes visuales y las artes sonoras… O cómo hacer música con maquinaria cinematográfica.,"Umbráfono es un proyecto de Enrique del Castillo que consiste en una performance con tres lectores ópticos capaces de transformar en sonido los estímulos luminosos que se proyectan sobre unas células fotosensibles. Estos estímulos luminosos son generados por un haz de luz al pasar a través de películas de celuloide que están diseñadas a partir de un esquema de relación entre frecuencia de onda de las notas y repetición de formas geométricas, de manera que se puedan conseguir sonidos armónicos, ruidos, texturas sonoras y atmósferas. Este proyecto está basado en el sistema de lectura óptica-analógica usado en el cine desde 1919 para interpretar las bandas sonoras que forman parte de las películas. Los cabezales lectores han sido modificados para leer varias voces simultáneas y para funcionar como instrumentos independientes. Las piezas que los conforman han sido diseñadas y fabricadas por el autor, así como las películas que se usan, las cuales son composiciones originales sin copia.
Enrique del Castillo (Jaén, 1982) comienza sus estudios de música en el Conservatorio Profesional de Música Ramón Garay durante diez años y continúa estudiando Arte en las universidades de Granada, Barcelona y Halle Saale. Desde 2007 aúna las dos disciplinas empezando a interesarse por la música experimental, formando proyectos como Las barbas indómitas y Oniropompo. Ha recibido el primer premio del concurso Música Preventiva y el primer premio internacional de arte sonoro PowSOLO así como becas para el desarrollo de proyectos de sonido experimental en Bilbaoarte en 2018 y en el Centro de Creación Contemporánea de Andalucía C3A en 2019. Entre 2011 y 2019 desarrolló trabajos en colaboración con cineastas de cine experimental y cine expandido como Miguel A. Puertas y Richard Horn, creando piezas de cine expandido y cine experimental desde 2010 (Noctiluca, ONIROKINO). Sus performances sonoras han podido verse en Museé Transitorie de Ginebra, Centro Ars Santa Mónica y MACBA de Barcelona, Braille Satellite Fest (Lituania), Loophole y Ohtanembaum de Berlín, Matadero de Madrid, Centro del Carme de Cultura Contemporánea de Valencia o en la Filmoteca de Andalucía. Dentro de su actividad también podemos destacar su faceta como docente en la Universidad de Málaga, Master LAV de Madrid o para la Universidad de Granada.",[''],Márgenes 2022,,,45 minutos,,No details,"['CONCIERTOS', 'CINE']",https://www.lacasaencendida.es/conciertos/umbrafono-enrique-castillo,https://www.lacasaencendida.es/storage/6292/responsive-images/14203-609f-umbrafono_enrique_castillo_nt___detail_1600_900.jpg
154,Márgenes LaFamily: En un jardín secreto,No definido,26 nov - 27 nov 2022,Una sesión de cine experimental en 16mm y artesanal para público infantil a través del que imaginar otras formas de mirar la naturaleza. El jardín secreto es una sala de cine y las flores son películas.,"En un jardín secreto es una sesión de cine experimental en 16 mm que reúne, como en un ramo, una selección de películas sobre flores, plantas y otros elementos de la naturaleza rodadas por grandes nombres de la vanguardia cinematográfica como Stan Brakhage o Jodie Mack, utilizando distintas técnicas.
Es una sesión orientada a un público infantil que combina las proyecciones con el juego y la intervención artesanal de los materiales para despertar los sentidos, ampliar la percepción, y acercarse al cine analógico. Y, por supuesto, para el disfrute. Es una oportunidad para reivindicar también una “estética fílmica ecológica” y recuperar la sugestión ética y estética de lo silvestre.
Las sesiones serán guiadas por Deneb Martos, artista visual especializada en prácticas de cine sin cámara y técnicas fotoquímicas.",[''],En Familia. Otoño 2022,,,,,No details,['CINE'],https://www.lacasaencendida.es/cine/margenes-lafamily-jardin-secreto,https://www.lacasaencendida.es/storage/6251/responsive-images/14085-609f-margenes_lafamily_jardin_secreto_nt___detail_1600_900.jpg
155,Paisajes alterados,No definido,26 nov 2022,"Joan Fontcuberta, Silvia Teixeira y Gabriel Alonso, del Instituto de Estudios Postnaturales, reflexionan y fantasean sobre el territorio y sus representaciones en las artes visuales.","Un programa interdisciplinar que suscita la reflexión alrededor del paisaje y el territorio desde el concepto postnaturaleza a través de un pequeño programa cinematográfico online y una mesa redonda que pone en diálogo a Joan Fontcuberta, artista, docente y crítico de arte especializado en fotografía; Gabriel Alonso, del Instituto de Estudios Postnaturales; y Silvia Teixeira, investigadora en las intersecciones entre arte, ciencia y pensamiento y co-fundadora del Festival Observatorio. La moderación corre a cargo de Ane Rodríguez, coordinadora y responsable de programación del Centro de Residencias Artísticas de Matadero Madrid.
Desde hace décadas vivimos una transformación en la percepción que el humano tiene de los animales y los vegetales. Este cambio de paradigma en nuestra relación con el medio natural –al que se ha venido denominando postnaturaleza– defiende un entendimiento profundo de dicho medio desde una observación directa y pausada, donde el ser humano deja de ser el otro para formar parte del paisaje común a todas las especies, pudiendo intervenir, ya sea por medio de la tecnología u otros campos, para concluir en modelos más beneficiosos para todas las partes implicadas.
En los últimos años han sido muchas las cineastas y autores que con sus películas y libros nos han acercado a las problemáticas y a los retos a los que se enfrenta esta sociedad como parte de un ecosistema complejo. Con sus miradas y reflexiones han ayudado a generar intercambio de ideas y, en definitiva, el pensamiento crítico necesario para comprender y afrontar este cambio de paradigma.
Con la participación de perfiles heterogéneos (cineastas, ensayistas e investigadores), Márgenes propone un programa centrado en la transformación del territorio y la creación de nuevos paisajes incidiendo en los conflictos entre lo natural y lo artificial, entre lo urbano y lo silvestre, lo humano y lo animal, la deslocalización de las especies y la violencia derivada de esos encuentros.",[''],Márgenes 2022,,,1 hora,,No details,"['ENCUENTROS', 'CINE']",https://www.lacasaencendida.es/encuentros/paisajes-alterados,https://www.lacasaencendida.es/storage/6293/responsive-images/14204-609f-paisajes_alterados_nt___detail_1600_900.jpg
156,Alex Augier + Holy Other & Pedro Maia ft. Lieve,No definido,25 nov 2022,"Alex Augier y Holy Other & Pedro Maia estrenan en Madrid sus últimos trabajos, y Lieve, respectivamente. Dos shows A/V que ejemplifican los nuevos ámbitos de creación que se propone investigar el Festival Márgenes.","La noche empieza con Alex Augier tomando el testigo de la actuación de Myriam Bleau la noche anterior para llevarse al extremo la idea de trabajar con elementos artificiales. Augier propone un show basado en el rayo láser y en la creación sintética de sinestesias que confunden nuestra percepción. Para cerrar, nos sumergimos en el reino de las emociones profundas y oscuras que despliega Holy Other en compañía de la abstracción matérica del cine de Pedro Maia.
Alex Augier. Live A/V (FR)
Mucho antes de la realización del primer láser en 1960, el láser ya existía para el público en general. Numerosos autores de ciencia ficción habían hecho uso de la existencia de un rayo de luz superpoderoso y direccional. En 1898, HG Wells describió en La guerra de los mundos un rayo que presagiaba nuestros láseres modernos con una agudeza impresionante. Las profecías tecnológicas de aquellos autores dieron lugar a un retrofuturismo en el que el láser ocupaba un lugar especial. Atemporal, durante todo el s.XX, ha despertado en la mente de los espectadores un imaginario tan nostálgica como futurista, siempre estimulante e inquietante. Pasado, presente y futuro confluyen ahora en un mismo tiempo.
Músico y artista multidisciplinar, Alex Augier desarrolla la estética digital desde una perspectiva musical y transversal, incluyendo materiales sonoros, visuales y formales. Estos elementos dialogan dentro del espacio escénico y adoptan principalmente la forma de espectáculos audiovisuales. Considera este arte como un campo específico de creación en el que cada elemento se vincula definitivamente de forma singular, coherente e interpretada como una sola pieza. tos dialogan dentro del espacio escénico convirtiéndose en espectáculos audiovisuales.",[''],Márgenes 2022,,,1 hora 30 minutos,,No details,"['CONCIERTOS', 'CINE']",https://www.lacasaencendida.es/conciertos/alex-augier-holy-other-pedro-maia-ft-lieve,https://www.lacasaencendida.es/storage/6290/responsive-images/14202-609f-hexa_scopitone_festival_2022_3_nt___detail_1600_900.jpg
157,Ciencia + ficción = ciencia ficción,No definido,25 nov 2022,"En la Biblioteca de La Casa Encendida iniciamos una línea de actividades orientada a complementar y dinamizar el fondo bibliográfico de ciencia ficción reunido y cedido a la biblioteca por el «Proyecto Fundación Asimov» durante la campaña «Operación: Lem», que culminó con la inauguración de dicho fondo el pasado mes de diciembre de 2021.","¿Sirve la ciencia ficción para aprender ciencia? ¿Es cierto que la ciencia ficción anticipa el futuro y nuevas tecnologías? ¿Ha inspirado la ciencia ficción a grandes científicos en su vocación? ¿Por qué hay gobiernos que están contratando a escritores de ciencia ficción? Estas y otras preguntas quedarán respondidas en esta amena charla divulgativa, donde se exponen los estrechos vínculos entre los fundamentos del pensamiento racional y científico y la narrativa de ciencia ficción, un género literario nacido a partir de la ciencia y los avances tecnológicos.
A cargo de Ángel F. Bueno, fundador y director del «Proyecto Fundación Asimov».
Duración: 45-50 minutos + coloquio.",[''],Ciencia ficción: la literatura de nuestro tiempo,,,1 hora 30 minutos,,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/ciencia-ficcion-ciencia-ficcion,https://www.lacasaencendida.es/storage/6069/responsive-images/13771-609f-asimov_ciencia_mas_ficcion_ciencia_ficcion_nt___detail_1341_1200.jpg
158,Artur M Puga & Shoeg + Myriam Bleau,No definido,24 nov 2022,"Un programa alrededor de la inteligencia artificial, el machine learning y los motores de juego para ahondar en la deconstrucción de la realidad en elementos digitales y en el diálogo entre lo natural y lo sintético, lo humano y la máquina.","Primera actuación en Madrid del dúo compuesto por el músico y visualista Shoeg y Artur M Puga, uno de los nombres jóvenes más destacados de la electrónica estatal, que presentan the scent of something gone. Completa la sesión la canadiense Myriam Bleau, una referencia conocida en nuestro país.
Unsculpt. Myriam Bleau - Live A/V
Inspirada en los escritos de Donna Haraway y en la metodología de la arquitectura especulativa, Unsculpt explora escenarios tanto urbanos como naturales creados a partir del ensamblaje de organismos humanos y mecánicos. Generados con inteligencia artificial, los paisajes sintéticos surgen en este A/V como fragmentos de sueños, postales descoloridas de un futuro imaginado. 
Las construcciones humanas y naturales (montañas, orillas del mar, rascacielos y fachadas) se muestran y ensamblan digitalmente en collages animados. Surge, así, una especie de materialidad fugaz inducida por el machine learning, que permite una lenta metamorfosis entre las texturas y los materiales, pasando del mármol a la seda y del hormigón a la carne. Preocupada por el vertiginoso cambio de paradigma que podría resultar de los recientes avances en el machine learning, Unsculpt muestra escenas y construcciones desprovistas de de la presencia humana, cuestionando lo que quedará de nuestra entidad una vez que el conocimiento y la artesanía se desarrollen al margen del cuerpo humano.
Myriam Bleau (Canadá) es compositora, artista digital e intérprete. Utilizando la música y el sonido como punto de partida, crea performances de música electrónica gestual, interfaces audiovisuales, piezas de video e instalaciones que articulan sonido, luz, movimiento e imágenes. Su trabajo ha sido mostrado a nivel internacional en festivales como Prix Ars Electronica, Japan Media Arts Prize, Sónar, MTEK, ISEA o Transmedia entre muchos otros.",[''],Márgenes 2022,,,1 hora 15 minutos,,No details,"['CONCIERTOS', 'CINE']",https://www.lacasaencendida.es/conciertos/artur-m-puga-shoeg-myriam-bleau,https://www.lacasaencendida.es/storage/6288/responsive-images/14201-609f-unsculpt_myriam_bleau_2_nt___detail_1600_900.jpg
159,Un GIF larguísimo,No definido,24 nov 2022,"Entre cámaras pegadas al (o dentro del) cuerpo la historia no se detiene, levita en el presente como un fantasma. Este programa contiene el estreno de la última película de Eduardo Williams, producida para la exposición en el Azkuna Zentroa de Bilbao y que da nombre a la sesión, en el que encarna el espíritu de Baillie para proponer un viaje multisensorial externo e interno.","Tung, de Bruce Baillie. EE.UU. 1966. 5' 16mm
Uno de los sensuales poemas tonales de Baillie, en los que se especializó a finales de la década de 1960. Se trata de un retrato de un amigo, Tung; piel arenosa y pelo de lino a la luz de la mañana.
Un GIF larguísimo, de Eduardo Williams. Grecia, 2022. 75' ESTRENO
Diferentes maneras de absorber el conocimiento y la experiencia. Así es como desarrolló este trabajo en relación a la obra de Bruce Baillie. Viendo sus películas y leyendo sus entrevistas, Williams se dejó llevar por sensaciones y pensamientos intuitivos, así como los que se siguen desarrollando en el tiempo.
Ashes, de Apichatpong Weerasethakul. Tailandia, 2012. 20'
King Kong rara vez ladraba. Estaba con nosotros desde que tenía tres meses. Todas las noches dormía y miraba a su alrededor en sus sueños.
Duración total: 100'.",[''],Somewhere from here to heaven,,,1 hora 30 minutos,,No details,['CINE'],https://www.lacasaencendida.es/cine/gif-larguisimo,https://www.lacasaencendida.es/storage/6269/responsive-images/14140-609f-gif_larguisimo_nt___detail_1600_907.jpg
160,Encuentro con Francisco J. Jariego,No definido,24 nov 2022,"Acompañando a las actividades realizadas en torno al fondo bibliográfico de ciencia ficción creado en la biblioteca de La Casa Encendida a través del Proyecto Fundación Asimov, os invitamos a conocer a autores y autoras de este género literario con más de dos siglos de recorrido y cuyas singulares características e influencia cultural lo han hecho merecedor de ser considerado ""la literatura de nuestro tiempo"".","Francisco J. Jariego es Doctor en Ciencias Físicas, investigador, consultor y autor independiente. Colabora en programas de posgrado y formación especializada en innovación, tecnologías de la información y las comunicaciones, economía de la información, estudios de futuro. Previamente fue director de Industrial IoT (Internet de las Cosas) en Telefonica Digital y director de estrategia tecnológica en Telefónica Investigación y desarrollo (I+D).
Mente inquisitiva e inquieta, instigador del pensamiento crítico, analítico, propositivo y creativo, esgrime la ciencia ficción en ámbitos de la innovación, las tecnologías de la información y las comunicaciones, economía de la información y los estudios de futuro. Convencido de las posibilidades que ofrecen las actuales tecnologías para la autoedición, desde la publicación de su primera obra Carolina 114: Experimento con un volcado de memoria (2016) hasta la más reciente Ángel 122: Misericordia no puede salvarlos a todos (2022), la lista de sus trabajos publicados hasta la fecha habla por sí sola, incluyendo antologías (Extrapolación 2029, Ni en un millón de años) y ensayo (Utopía: Tecnofuturos 2020), y conformando una de los ejemplos más destacados en el panorama actual de una narrativa de ciencia ficción orientada a la proyección de escenarios futuros en clave constructiva y positiva.
Además de sus obras editadas, es impulsor de la iniciativa Tecnofuturos, y escribe habitualmente sobre ciencia, tecnología, innovación y su influencia en la sociedad en sus dos magníficos blogs: Alienímagina (en castellano) y Mind the post. Indie Research and Ideas. An Anarchist Jurisdiction (en inglés).",[''],Encuentro con autores 2022,,,1 hora 30 minutos,,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/encuentro-francisco-j-jariego,https://www.lacasaencendida.es/storage/6266/responsive-images/14135-609f-encuentro_francisco_jariego_2022_nt___detail_1600_1200.jpg
