,title,artist,date,description,text,tags,group,Duración,event,category,url,image
946,iO,No definido,24 jul 2016,"iO, el dúo madrileño de música electrónica formado por Ana Béjar y Carlos Suero, presenta en directo en los conciertos de La Terraza magnética los temas de su primer trabajo The innermost. Sonido oscuro junto con unos textos aparentemente deshilvanados y coros perdidos muestran un fondo de gran carga emocional, contención y apabullante belleza interior.","iO es la más interna de las cuatro lunas galileanas de Júpiter y el nombre del dúo formado por Ana Béjar y Carlos Suero. Ella, con siete discos publicados con los grupos Usura, Orlando y Todo, lleva haciendo música más de dos décadas, siendo una referente de la escena alternativa y folk-rock de España. Por otra parte, Carlos Suero es uno de los máximos exponentes de la música electrónica experimental actual en España, avalado por la crítica especializada tanto en España como fuera de nuestras fronteras.
El sello 7MNS Music lanzó The innermost, título del primer trabajo de esta formación madrileña. Este álbum contiene cinco temas que, tras un sonido oscuro y a veces lejano junto con unos textos aparentemente deshilvanados y coros perdidos, muestran un fondo de gran carga emocional, contención y apabullante belleza interior. Su música envuelve al oyente en un profundo estado reflexivo de escucha interior. Voces en cascada, ritmos persistentes, la liturgia de un armonium, texturas electrónicas que se suceden y transforman; todo ello obliga al oyente a localizar coordenadas en el vacío, un lugar recóndito que iO explora con temeridad.
Medio colaborador",[''],La Terraza Magnética 2016,1 hora,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/io,https://www.lacasaencendida.es/storage/2042/responsive-images/5915-609f-terraza_magnetica_io_nt___detail_1600_900.jpg
947,“Häxan”,Benjamin Christensen,23 jul 2016,"El cine de verano de La Terraza magnética presenta la película danesa Häxan, de Benjamin Christensen, un repaso al mundo del ocultismo, la magia negra y la brujería a través de varios siglos. Con acompañamiento de música electrónica en directo a cargo de Akasha y Lo súper.","Häxan, de Benjamin Christenses. Dinamarca, 1922. 105’. VOSE
Mezclando el documental y la ficción dramática, esta película descubre la relación de los hombres de la Edad Media (su actitud y la proliferación de brujos y brujas) con algunas situaciones actuales. Un repaso al mundo del ocultismo, la magia negra y la brujería, a través de varios siglos, para dibujar un panorama fascinante y estremecedor. Película parcialmente basada en un manual alemán para inquisidores del siglo XV. Con acompañamiento de música electrónica en directo a cargo de Akasha y Lo súper.
Akasha y Lo súper son una pareja de artistas madrileños que ha realizado el acompañamiento musical de diferentes películas de Fritz Lang, Antonin Artaud, Segundo de Chomón o Yakov Protazanov en diferentes contextos de la geografía española. Exploran los vínculos de identidad que existen entre el sonido, la música y la imagen en movimiento, recalcando la importancia del diseño de sonido en el arte cinematográfico, así como en otras experiencias audiovisuales.
Medio colaborador",[''],La Terraza Magnética 2016,1 hora 30 minutos,No details,['CINE'],https://www.lacasaencendida.es/cine/haxan-benjamin-christensen,https://www.lacasaencendida.es/storage/2069/responsive-images/5949-609f-terraza_magnetica_haxan_nt___detail_1600_900.jpg
948,"""Truman""",Cesc Gay + coloquio,21 jul 2016,"En la penúltima sesión del ciclo, titulada ""Actitudes ante la muerte"", se proyectará la película Truman, de Cesc Gay. Protagonizada por Javier Cámara y Ricardo Darín, la historia se centra en las vivencias que comparten dos amigos de muchos años que se reencuentran cuando uno de ellos visita inesperadamente al otro. Coloquio porterior con María Dolores Avia.","Truman, de Cesc Gay. 108'. España, 2015.
Después de muchos años, dos amigos de la infancia se reúnen para pasar unos días inolvidables juntos. El primero, Julián, un actor argentino exiliado que hace años que vive en Madrid y está atravesando unos momentos difíciles. El segundo, Tomás, un matemático que trabaja en la Universidad en Canadá. Ambos junto a Truman, el perro fiel de Julián, viven unos días maravillosos recordando los viejos tiempos. Pero esta reunión será también el último adiós de ambos.
Coloquio posterior con: María Dolores Avia, catedrática de Psicología de la Personalidad de la Facultad de Psicología en la UCM y coautora del libro Optimismo inteligente. Psicología de la emociones positivas.",[''],Tánatos en lo cotidiano,2 horas 30 minutos,No details,"['CINE', 'ENCUENTROS']",https://www.lacasaencendida.es/cine/truman-cesc-gay-coloquio,https://www.lacasaencendida.es/storage/2059/responsive-images/5941-609f-tanatos_truman___detail_1600_900.jpg
949,"""Mia madre""",Nanni Moretti + coloquio,19 jul 2016,"""Muerte anunciada"" es el título de esta nueva sesión en la que se proyectará la película italiana dirigida por Nanni Moretti Mia madre. Crónica de una muerte anunciada, la de nuestros padres, y cómo afecta a los hijos. Una historia de emociones que explica, a través de sus personajes, esa sensación de desvalimiento. Coloquio posterior con Jordi Costa.","Mia madre,de Nanni Moretti. Italia, 2015. 102'. VOSE
A Nanni Moretti le pilló la enfermedad y el fallecimiento de su madre mientras rodaba una película. Mia madre habla de la crónica de una muerte anunciada, la de nuestros padres, y cómo afecta a los hijos. El director italiano narra una historia de emociones y explica, a través de sus personajes, esa sensación de desvalimiento, de que todo se hunde bajo nuestros pies, de incertidumbre, de ensoñación, de emotividad a flor de piel, de meditación sobre la herencia recibida, de mirada al pasado… que supone la enfermedad y el fallecimiento de los progenitores.
Coloquio posterior con: Jordi Costa, crítico de cine.",[''],Tánatos en lo cotidiano,2 horas 30 minutos,No details,"['CINE', 'ENCUENTROS']",https://www.lacasaencendida.es/cine/mia-madre-nanni-moretti-coloquio,https://www.lacasaencendida.es/storage/2057/responsive-images/5940-609f-tanatos_miamadre___detail_1600_900.jpg
950,Z’ev,No definido,17 jul 2016,"La Terraza magnética presenta en Madrid el concierto de Z’ev (nombre artístico del músico californiano Stefan Weisser), uno de los precusores de la música industrial de los años setenta. Sus conciertos constituyen toda una experiencia sonora, física y espiritual.","Z’ev, nombre artístico de Stefan Weisser (Los Ángeles, EE.UU., 1951), es uno de los precursores de la denominada música industrial que surgió a finales de los años setenta, actuando junto a otros pioneros como Throbbing Gristle o Non. Weisser comenzó su trabajo sonoro a finales de los años sesenta formando Silent Arts Group junto con Carl Stone y James Stewart. Sus intereses musicales se han centrado en la percusión, estudiando diversas tradiciones musicales del mundo: Gamelán (Bali), Tala (India), Ewe music (Ghana), etc. Con esta base comenzó a crear sus propios sonidos de percusión con metales y materiales industriales, publicando para una gran variedad de sellos discográficos de prestigio (Touch, Soleilmoon o Sub Rosa).
Asimismo, sus escritos han sido siempre una forma de expresión singular que se ha plasmado en libros como rhythmajik, donde Z’ev, estudioso de la kabbalah, reformula esta desde su ángulo cosmo-astrológico hacia una perspectiva humana al tiempo que analiza las propiedades del ritmo y su conexión con el cuerpo y la mente. Ha recorrido el mundo con sus performances y sus discos han sido obras influyentes por su particular visión del ritmo y la percusión. Sus conciertos constituyen toda una experiencia sonora, física y espiritual.",[''],La Terraza Magnética 2016,1 hora,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/z-ev,https://www.lacasaencendida.es/storage/2040/responsive-images/5914-609f-terraza_magnetica_zev_nt___detail_1600_900.jpg
951,“The Lords of Salem”,Rob Zombie,16 jul 2016,"El cine de La Terraza magnética presenta el último filme de Rob Zombie, el vocalista de la mítica banda de metal White Zombie. Una película de terror ambientada en Salem (Massachusetts), conocida como ""La ciudad de las brujas"" por los juicios que tuvieron lugar en 1692, y protagonizada por su esposa Sheri Moon Zombie.","The Lords of Salem, de Rob Zombie. EE. UU., 2012. 101’. VOSE
Hace mucho tiempo, Salem (Massachusets) era el centro neurálgico del mal, el lugar donde las brujas celebraban sus aquelarres. En la actualidad es, al menos en apariencia, una ciudad normal. Heidi presenta un popular programa de radio de rock duro; un día recibe un vinilo promocional de una banda llamada The Lords. La música, extraña y siniestra, la deja profundamente turbada, provocándole pesadillas y alucinaciones.
Rob Zombie nacido Robert Bartleh Cummings es músico de metal, director de cine y escritor estadounidense. Su estilo vocal y su fascinación con las películas de clase B lo han ayudado a convertirse en un elemento distintivo en la música por componer canciones con cierta ""tenebrosidad"" característica de él. Rob Zombie es más conocido como el fundador, vocalista principal, escritor y caricaturista de la banda White Zombie. En años recientes se ha establecido como solista y director. Su carrera de director comenzó con las cintas de terror House of 1000 Corpses y su secuela The Devil´s Rejects.
Medio colaborador",[''],La Terraza Magnética 2016,1 hora 30 minutos,No details,['CINE'],https://www.lacasaencendida.es/cine/lords-salem-rob-zombie,https://www.lacasaencendida.es/storage/2067/responsive-images/5948-609f-terraza_magnetica_lords_salem_nt___detail_1600_900.jpg
952,Jornada de puertas abiertas La__b Marmita,No definido,16 jul 2016,"Acércate a conocer La__b Marmita, el laboratorio de fabricación digital de La Casa Encendida.","Este sábado 16 de julio abrimos las puertas del Torreón 2, situado en la Terraza, para que puedas descubrir y conocer a fondo La__b Marmita, el laboratorio de fabricación digital de La Casa Encendida donde se desarrollan proyectos innovadores de carácter social, educativo o medioambiental.
Además, podrás compartir tus inquietudes con los creadores que actualmente residen en nuestro Torreón 2 mientras curioseas sus proyectos: las luminarias decorativas DIY de Enmanuele Terracini, el proyecto editorial infantil mitad cuento mitad ciudad de Blanca Helga o las joyas inspiradas en la arquitectura disuasoria de César Pérez. Como ves, buscamos a markers comprometidos con la sostenibilidad y el bien común. Si quieres saber más sobre el perfil de residente que buscamos puedes encontrar más información en la web de La__b Marmita.
Te esperamos el sábado, estaremos de 10.00 a 15.00 h. Acércate a descubrir un espacio único en Madrid donde poder hacer realidad tu proyecto.
La__b Marmita se desarrolla gracias al apoyo económico de La Fundación Daniel & Nina Carasso y La Casa Encendida.",[''],Not in a group,5 horas,No details,"['PRESENTACIONES', 'PROYECTO']",https://www.lacasaencendida.es/presentaciones/jornada-puertas-abiertas-lab-marmita,https://www.lacasaencendida.es/storage/2087/responsive-images/6147-609f-puertas_abiertas_la_b_marmita_nt___detail_1600_900.jpg
953,"""El padre de mis hijos""",Mia Hansen-Løve + coloquio,14 jul 2016,"""Muerte inesperada"" es el título de la nueva sesión de este ciclo de cine y debate. Se proyectará El padre de mis hijos, de Mia Hansen-Løve, una película delicada y conmovedora sobre cómo una familia vive una muerte que no estaba en el calendario. Coloquio posterior con Mercedes Navio Acosta.","El padre de mis hijos, de Mia Hansen-Løve. Francia, 2009. 110'. VOSE
El padre de mis hijos narra, de golpe, una muerte inesperada y las huellas que deja. Y el abismo que se abre y cómo sortearlo. Cuenta la historia de un productor de cine independiente que ama a su profesión y a su familia, su mujer y sus tres hijas. Mia Hansen-Love narra con delicadeza y de manera conmovedora cómo una familia vive una muerte que no estaba en el calendario. Y cómo, a veces, no somos conscientes de la oscuridad y el abismo en el que viven nuestros seres más queridos. El padre de mis hijos habla también de la herencia que queda del ausente.
Coloquio posterior con: Mercedes Navio Acosta, psiquiatra y directora del Proyecto Prevención de suicidio de la Estrategia de Salud Mental del Ministerio de Sanidad. Es, asimismo, profesora asociada en la UCM.",[''],Tánatos en lo cotidiano,2 horas 30 minutos,No details,"['CINE', 'ENCUENTROS']",https://www.lacasaencendida.es/cine/padre-mis-hijos-mia-hansen-love-coloquio,https://www.lacasaencendida.es/storage/2055/responsive-images/5939-609f-tanatos_fotogramas___detail_1600_900.jpg
954,Proyecto Chimenea: julio 2016,No definido,14 jul - 26 jul 2016,"Con la intención de convertirse en un espacio de reflexión y participación, el proyecto Chimenea de La Casa Encendida permite acceder, partiendo de las exposiciones del centro, a todo aquel que lo desee al complejo mundo del arte contemporáneo y a los diferentes y variados formatos de la creación actual.","Chimenea engloba diferentes actividades concebidas como herramientas de aproximación a las exposiciones de La Casa Encendida y a la creación contemporánea.
Este mes de julio celebramos una nueva cita de Power Art Point con los artistas Cristóbal Tabares y Edurne Herrán, que nos hablarán de sus trabajos desde la informalidad y con bastante sentido del humor. En Power Art Point analizamos cuestiones tan relevantes para nosotros como insignificantes para otros.
También llevaremos a cabo los Recorridos con invitados especiales a las exposiciones. Esta vez nuestro invitado especial será el artista Javier Cruz, que nos guiará por las tres exposiciones que conforman Inéditos 2016. Y el martes 19 de julio tendrá lugar un nuevo encuentro del Club de la leña, en el que un grupo de visitantes participativos, dispuestos a reunirse alrededor de nuestras exposiciones para debatir y trabajar sobre diferentes aspectos de la creación actual para generar un debate crítico, reflexivo y distendido.
Para apuntarse a los Recorridos con invitados especiales y al Club de la leña debes enviar un mail a hola@proyectochimenea.com.",[''],Programa Chimenea: febrero 2016 – junio 2017,,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/proyecto-chimenea-julio-2016,https://www.lacasaencendida.es/storage/2083/responsive-images/6023-609f-proyecto_chimenea_julio_2016___detail_1600_900.jpg
955,Coro Safari,No definido,13 jul 2016,"El Coro Safari nace en una escuela orfanato de 207 niños en Entebbe (Uganda). Son niños a los que les gusta cantar y bailar y que se diferencian de otros niños solo por las circunstancias, por su contexto histórico y geográfico.","Estos niños del Coro Safari o son huérfanos o vienen de situaciones de extrema pobreza, abusos o marginación. Nzuri Daima es una fundación sin ánimo de lucro que actúa a través de la sensibilización y defensa de los derechos humanos en España y de proyectos de cooperación internacional principalmente en África oriental. Nzuri Daima organiza este evento para sensibilizar y difundir el proyecto y contribuir a mejorar en lo posible las condiciones de vida de los niños de la escuela horfanato de Entebbe.",[''],Not in a group,1 hora,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/coro-safari,https://www.lacasaencendida.es/storage/2081/responsive-images/6012-609f-coro_safari_nt___detail_1600_900.jpg
956,"""Loreak""",José María Goenaga y Jon Garaño + coloquio,12 jul 2016,"En esta sesión, titulada ""Cómo enfrentarse a la pérdida"", se proyectará la película Loreak, de J. Mª. Goneaga y J. Garaño. Un meláncolico relato cinematográfico sobre el paso del tiempo y la curación de las heridas del alma. Coloquio posterior con Luis Enrique Alonso.","Loreak, de José María Goenaga y Jon Garaño. España, 2014. VOSE
Una imagen potente y una canción fueron los primeros pasos para crear Loreak. Los ramos de flores que nos encontramos a veces en tramos de carretera donde se señala que ahí hubo un accidente de tráfico. Y la canción de Cecilia Un ramito de violetas que cuenta un complejo romance. Son los ramos de flores los que cuentan la historia de tres mujeres unidas por hilos dolorosos. Las tres comparten una ausencia fuerte en sus vidas. Las tres tienen maneras muy distintas de curar las heridas. De cuidar esos ramos con flores que unen sus destinos. También Loreak es un melancólico relato cinematográfico sobre el paso del tiempo y la curación de las heridas del alma.
Coloquio posterior con: Luis Enrique Alonso, catedrático de Sociología de la Universidad Autónoma de Madrid.",[''],Tánatos en lo cotidiano,2 horas 30 minutos,No details,"['CINE', 'ENCUENTROS']",https://www.lacasaencendida.es/cine/loreak-jose-maria-goenaga-jon-garano-coloquio,https://www.lacasaencendida.es/storage/2053/responsive-images/5938-609f-tanatos_loreak___detail_1600_900.jpg
