,title,artist,date,description,text,tags,group,event,category,url,image,Duración
175,Taller para crear tu propio 'bucket hat',No definido,7 may 2022,Taller de diseño de moda en upcycling para aprender a confeccionar un sombrero a partir de textiles en desuso.,"Aprender a diseñar y confeccionar una prenda propia es una experiencia muy motivadora que puede marcar un primer paso para poder replicar el proceso e, incluso, compartirlo con otras personas.
Este taller utiliza la técnica del upcycling para, a través de textiles reutilizados, confeccionar un sombrero estilo bucket hat.
Dirigido por: Alex Hug, creadora y diseñadora textil, con amplia formación en diferentes escuelas y universidades Europeas (Central Saint Martins, Parsons París, ESMOD de Berlín). En 2016 fundó la marca de moda A HUG, con la vista puesta en el futuro y buscando alternativas sostenibles para la industria de la moda a través del upcycling. En sus colecciones predominan la reutilización, el rediseño y el reciclaje. En este taller comparte su amplio conocimiento en diseño, su destreza con los tejidos en desuso y su creatividad arrolladora.
Sus sombreros bucket hat están hechos con retales de todas las prendas que han pasado por su taller. Cada trozo de tela tiene su valor y su historia oculta y no desperdician ninguno. Por eso recogen todo tipo de retales para crear estos sombreros únicos en su especie que generan cero residuos en su producción.",[''],VI Maratón de reciclaje textil creativo,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/taller-crear-tu-propio-bucket-hat,https://www.lacasaencendida.es/storage/5933/responsive-images/13530-609f-taller_crear_propio_bucket_hat_nt___detail_1600_900.jpg,3 horas
176,Espacio creadoras,No definido,7 may 2022,"Durante dos días, cinco creadoras convierten el Patio en un espacio dedicado a la moda upcycling y crean diseños únicos a partir de prendas en desuso.","Participantes:
Paola Idrontino
Nacida en Italia, Paola Idrontino es una artista multidisciplinar afincada en Barcelona. En 2005 lanza Papayapie. Su pasión por la narración de historia se combina con complejos arreglos textiles para crear vestuario inspirado en criaturas grotescas y de otro mundo. Su trabajo más reciente está centrado en concienciar sobre la situación de los océanos del planeta. 
Marta Repáraz Lipperheide
Estudiante de moda en el Centro Superior de Diseño de Moda de Madrid, ha colaborado con marcas internacionales como Shima Seiki y nacionales como Ana Locking. Sus diseños se han podido ver en la Feria de Pitti Filati de Florencia este año.
Barcadoro Upcycled
Ha trabajado más de 12 años en diseño y producción de moda para diferentes marcas en Argentina, así como en su marca Barcadoro, de chaquetas y abrigos. Es actualmente formadora en cursos y talleres enfocados en el aprendizaje de costura y patronaje de manera creativa, así como y charlas sobre .",[''],VI Maratón de reciclaje textil creativo,No details,"['PROYECTO', 'ENCUENTROS']",https://www.lacasaencendida.es/proyecto/espacio-creadoras,https://www.lacasaencendida.es/storage/5989/responsive-images/13635-609f-dan-cristian-padure_nt___detail_1600_1122.jpg,3 horas
177,DV: DESPL(I)EGA VISION(E)S,Quim Bigas,6 may 2022,Una acción performativa alrededor de un libro.,"La acción performativa es un hilar de acciones diversas que tienen que ver con el encuentro con ciertos materiales presentes en la investigación del proyecto DV. Finalmente, la acción navega entre lugares y formas de relación y atención y abre algunas latencias alrededor de lo ya ocurrido.
La publicación que rodea esta conferencia es una transcripción de dos conferencias performativas realizadas durante el 2018 y el 2019 alrededor de los archivos del Mercat de les Flors y de La Porta-Barcelona, que ya no están activos. Las conferencias abren varios acercamientos a los archivos y a las prácticas artísticas como cruce entre diferentes tiempos y personas así como una reflexión sobre las formas y modos que se han ido estableciendo alrededor de la producción de trabajos y el trabajo con archivos.
Quim Bigas Bassart nació en Malgrat de Mar y vive entre Barcelona y Copenhague. Artista que trabaja dentro de los campos de la coreografía, la dramaturgia y los procedimientos informacionales. Se dedica a proyectos que quieren desplegar un sentido del lugar mediante el dispositivo de la danza y la coreografía. El trabajo artístico que ha estado realizando durante los últimos años, ya sea dentro de un marco de investigación o con formatos más pensados como producto, utiliza diferentes elementos o constituciones del evento para contribuir y concebir encuentros.",[''],Not in a group,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/dv-despliega-visiones-quim-bigas,https://www.lacasaencendida.es/storage/5967/responsive-images/13598-609f-dv_despliega_visiones_quim_bigas_nt___detail_1600_900.jpg,1 hora 30 minutos
178,"A la feria muchos van, a ver y no a matar",No definido,5 may 2022,"La primera sesión del ciclo de Serie B Romería Sangrienta se centra en el puro género norteamericano slasher, con un toque de comedia e ironía, a través de un cortometraje de Sarah Jacobson y una película de Amy Holden.","I Was a Teenage Serial Killer, de Sarah Jacobson. EE.UU., 1993. 27'
El cortometraje en blanco y negro de Sarah Jacobson es, quizás, el cortometraje riot grrrl por excelencia.
Película realizada mientras estudiaba con la leyenda del cine underground George Kuchar en el Instituto de Artes de San Francisco, y con la música de Heavens a Betsy. En el filme se hierve una furia feminista puramente posmoderna, donde Mary (Kristin Calabrese), de 19 años, dañada y vengativa, harta de cerdos sexistas blancos heterosexuales, decide sacrificar a los hombres a través de una ola de asesinatos.
Ganadora del Best Short Film en el Chicago International Film Festival (1993) y el Chicago Underground Film Festival (1994), esta obra es considerada por el crítico y comisario Ed Halter ""una película clave del cine clandestino furiosamente surversivo"" de los años 90.
The Slumber Party Massacre, de Amy Holden Jones. EE.UU., 1982. 88'
Película de culto para los amantes del género slasher -un subgénero del cine de terror caracterizado por la presencia de un psicópata que persigue a adolescentes y jóvenes-. ",[''],LIT: Romería Sangrienta,No details,['CINE'],https://www.lacasaencendida.es/cine/feria-muchos-van-ver-no-matar,https://www.lacasaencendida.es/storage/5976/responsive-images/13626-609f-teenage_serial_killer_nt___detail_1600_866.jpg,2 horas
179,Encuentro con Oscar M. Prieto,No definido,5 may 2022,"La Biblioteca de La Casa Encendida acoge al escritor leonés Óscar M. Prieto para presentar su última novela ""Y por esto el principe no reinó"". En el acto, los asistentes tendrán la oportunidad de intercambiar impresiones con el escritor.","Esta es la historia de un rey que conoce todos los secretos del poder. De su hijo, que quiso reinar contra su padre y de un príncipe que no llegó a reinar. Los jardines del Palacio Imperial en Constantinopla son el escenario en el que el esclavo encargado de la educación del príncipe, a través de relatos mitológicos, busca la manera de que el huérfano comprenda su destino y prepararlo así para lo que le espera fuera. De la mano de Titanes y Olímpicos, de Perseo, Aquiles, Meleagro, del Rey del Bosque, de las Moiras que hilan, miden y cortan el destino de cada uno, el lector podrá ir desprendiéndose de los nombres concretos de esta historia, y adentrarse en una reflexión sobre la condición humana, para, quizás, concluir que hombres somos y nada de lo humano nos es ajeno.
“Bajo la apariencia de una novela histórica Y por esto el príncipe no reinó, séptima entrega narrativa de Oscar M. Prieto, nos ofrece una reflexión sobre las pasiones y anhelos del hombre de hoy y de todos los tiempos y lo hace con el pulso literario que le convierte en uno de los narradores españoles más interesantes de la nueva hornada. Recomendable su lectura tanto o más que las de sus novelas anteriores”
Julio Llamazares",[''],Encuentro con autores 2022,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/encuentro-con-oscar-m-prieto,https://www.lacasaencendida.es/storage/5929/responsive-images/13522-609f-encuentro_oscarmprieto_2022___detail_1600_1066.jpg,1 hora 30 minutos
180,"""Push""",Fredrik Gertten,4 may 2022,"Primera sesión del ciclo de cine y coloquio La voz de los sin voz, cuya película revela los secretos más oscuros del entramado mundial de la especulación inmobiliaria y urbanística y pone de manifiesto cómo la inversión de fondos buitres en activos inmobiliarios son, en gran medida, los culpables de la gentrificación que sufren los barrios de muchas ciudades.","Push, de Fredrik Gertten. Suecia-Canadá, 2019. 2019. 92’. VOSE. Distribuidora DocsBarcelona.
¿Por qué no nos podemos permitir vivir en nuestras propias ciudades? El elevado coste de la vivienda y los fondos de inversión mundiales, empujan a las personas a la pobreza, despojadas de un derecho fundamental. La determinación de la activista Leilani Farha por denunciar esta situación, revela la perversidad detrás de la especulación. Es hora de reconocer que este no es un desarrollo natural e inevitable. Puede cambiar.
Coloquio con:
Andrea Jarobo, responsable comunicación e incidencia PROVIVIENDA.
Vicenta Sanromán, Junta Directiva ECOSOL-SORD.
Modera: Pedro Bueno, Vocalía Educación para el Desarrollo, Red de ONGD de Madrid.
Coordina: Red de ONGD de Madrid.
 ",[''],La voz de los sin voz 2022. Cine y coloquio,No details,"['ENCUENTROS', 'CINE']",https://www.lacasaencendida.es/encuentros/push-fredrik-gertten,https://www.lacasaencendida.es/storage/5964/responsive-images/13595-609f-push_fredrik_gertten_2_nt___detail_1600_900.jpg,2 horas
181,Crisis de suministros: ¿Coyuntural o sistémica?,No definido,4 may 2022,"La presente década ha venido marcada por la pandemia de la COVID-19 que, además de lo que ha supuesto en cuanto a crisis sanitaria, ha funcionado como acelerante de otra crisis subyacente y un tanto latente que, aunque ya había mostrado señales más que evidentes, había pasado desapercibida para el conjunto de la sociedad. Hablamos de la crisis global de suministros.","El correcto funcionamiento de la cadena global de suministros es un factor determinante para el funcionamiento del propio sistema económico capitalista. Su ruptura puede suponer la quiebra del sistema tal como lo conocemos, con consecuencias difícilmente previsibles.
En la crisis actual han concurrido, sin duda, factores coyunturales como han sido la paralización de la actividad económica durante la pandemia, el elevado precio de los fletes, la falta de conductores o el modelo just-in-time, pero la razón última se encuentra en el final de los recursos baratos sobre los que se ha construido la economía actual. La crisis energética y unos recursos materiales limitados están poniendo contra las cuerdas a la maquinaria capitalista. El capitalismo ha chocado con los límites del planeta. El crecimiento infinito que lo sustenta ya no es posible. Ya nos lo avisaba el informe del Club de Roma “Los límites del crecimiento” hace 50 años. Cinco décadas que nos deberían haber servido para descubrir la senda de la prosperidad sin crecimiento. No parece que hayamos aprendido la lección.",[''],La crisis de suministros,No details,"['ONLINE', 'ENCUENTROS']",https://www.lacasaencendida.es/contenido-online-actividades/crisis-suministros-coyuntural-o-sistemica,https://www.lacasaencendida.es/storage/5984/responsive-images/13631-609f-coyuntural_sistemica_2022_nt___detail_1600_1066.jpg,1 hora 30 minutos
182,'La Roya',Juan Sebastián Mesa,30 abr 2022,"En uno de los parajes más indómitos de la geografía colombiana, donde la mayoría de los jóvenes ha emigrado a las ciudades, resiste uno de ellos manteniendo la tradición cafetera de su familia.","La Roya, de Juan Sebastián Mesa. Colombia / Francia. 2021. 110’. VOE
Los anhelos de la juventud contemporánea parece que no se pueden satisfacer en las montañas de Antioquía, un paisaje tan majestuoso como hostil. La práctica totalidad de los jóvenes de la zona han emigrado a las ciudades. En este ambiente solitario y opresor resiste Jorge, el único de su generación que se ha quedado para trabajar en los cafetales heredados de su familia y cuidar de su abuelo. Llegan las fiestas del pueblo y los que se marcharon vuelven a pasar unos días. El reencuentro con sus amigos y su novia de la adolescencia, le hará revivir viejos fantasmas que amenazan con desestabilizarlo emocionalmente.
Juan Sebastián Mesa (Colombia, 1989). Director de cine, fotógrafo y cofundador de la productora Monociclo Cine. Formado en la Universidad de Antioquía, está diplomado en guion y narrativas audiovisuales. Tras realizar varios cortometrajes como Maquillando el silencio (2009) o Kalashnikov (2013), debutó en el largometraje en 2016 con Los Nadie, con la que fue premiado en el festival de Venecia. En 2017 dirigió el cortometraje Tierra mojada, con el que participó en Venecia, Sundance o Clermont-Ferrand. En 2021 estrenó en el festival de San Sebastián su segundo largometraje, La Roya.",[''],Cine Contemporáneo: Futuro Imperfecto,No details,['CINE'],https://www.lacasaencendida.es/cine/roya-juan-sebastian-mesa,https://www.lacasaencendida.es/storage/5850/responsive-images/13418-609f-la_roya_nt___detail_1600_900.jpg,1 hora 45 minutos
183,Punto y Raya Junior,No definido,30 abr 2022,"Este programa contiene obras audiovisuales que se concibieron con un gran reto: crear una película utilizando solo forma, color y sonido en su estado más puro. ¡Nada de representación! Sólo puntos y líneas, texturas y colores en movimiento.","Este fue el desafío del que partieron pequeños artistas menores de 13 años de países como Malasia, Polonia, Austria, Corea del Sur, India o Canadá. Exploraron técnicas más diversas -dibujo a mano, collage, stop-motion, vídeo, fotografía, scratch o animación sin cámara- para desplegar un amplio abanico de destreza, diversión y creatividad.
La programación está compuesta por las obras premiadas por la audiencia de la tercera edición del Punto y Raya Junior 2021, hermano menor del festival referente mundial del Arte Abstracto en Movimiento.
La historia de la línea y el punto, de La Casa Encendida. España, 2021. 02’23’’.
Straw Blow Art in Motion, de Keiley Yuet. Malasia, 2021. 03’37’’.
MIKRO AbstrAKCJA at the Park, de Mikroexplorers. Polonia, 2021. 01’46’’.
Pinxollation, de Centre Civic Convent Sant Agustí. España, 2021. 01’10’’.
Abstraktion #5, de Künslerhaus. Austria, 2021. 01’11’’.
Remenem el fang, de Museu Del Ter. España, 2021. 01’26’’.
Our Film 1/4: Interesting Horror Movie, de ACC Cinematheque Kids. Corea del Sur, 2020. 03’17’’.",[''],En Familia. Primavera 2022,No details,['CINE'],https://www.lacasaencendida.es/cine/punto-y-raya-junior-2,https://www.lacasaencendida.es/storage/5927/responsive-images/13520-609f-punto_raya_junior_nt___detail_1600_1065.jpg,45 minutos
184,Give me five #72 Alex Reynolds,No definido,30 abr 2022,"El trabajo de Alex Reynolds (Bilbao, 1978) explora nuestros modos de relación y afecto a través de múltiples registros y formatos, centrada en la imagen en movimiento y la performance, pero también trabajando con objetos, texto o fotografía.","Todo lo que os voy a recomendar me lo han recomendado mis amigas, ¿qué haría yo sin ellas? ¡Ahí vamos!
En medio de Spinoza, Gilles Deleuze, Editorial Cactus
¿Cómo hacer frente al enemigo sin dejarte envenenar por él, sin entrar en la ira y el moralismo, sin incorporar su lenguaje y su poder triste? Con la entrada de la ultraderecha al congreso, y después con la pandemia y sus consecuencias, ésta era una de las preguntas que mis amigas y yo nos hacíamos a menudo. Durante el primer confinamiento, Julia me pasó En medio de Spinoza, la transcripción de un curso que impartió Deleuze sobre el filósofo holandés. La voz de Deleuze habla con tanto humor, cariño y luminosidad que consiguió amueblarnos el cuerpo para no olvidar perder de vista la alegría.
Midnight Gospel, Pendleton Ward y Duncan Trussell
Esta serie la descubrí hace poco a través de mi amigo Will y me dejó catacroquer. Es una serie de animación en la que un personaje, Clancy, vive en una caravana con un ordenador y un perro. Cada día se despierta y le pide al ordenador que le lleve a una simulación de universo distinta. El ordenador le propone una, le da un avatar, y él mete la cabeza en lo que parece un coño gigante para viajar a ese universo. Allí se encuentra con una serie de personajes a los que entrevista para su spacecast mientras caminan a través de apocalipsis zombis y otros universos absurdos, violentos y coloridos. Lo bonito es que las voces de los personajes provienen de entrevistas reales en las que se charla sobre temas como la adicción, la industria de la muerte o lo espiritual. El último episodio es un encuentro con la madre de uno de los creadores antes de su muerte y es realmente precioso.",[''],Compartir,No details,"['ONLINE', 'ENCUENTROS']",https://www.lacasaencendida.es/contenido-online-actividades/give-me-five-72-alex-reynolds,https://www.lacasaencendida.es/storage/6009/responsive-images/13678-609f-give_me_five_72_alex_reynolds_nt___detail_1600_900.jpg,30 minutos
185,Autocuidado y entrenamiento de perros en adopción con jóvenes voluntarios,No definido,29 abr - 24 jun 2022,Jóvenes voluntarios aprenden a entrenar perros y los preparan para encontrar una familia.,"La Casa Encendida arranca el proyecto “Autocuidado y entrenamiento de perros en adopción con jóvenes voluntarios” mediante el que, durante 9 semanas, un grupo de adolescentes aprenden a entrenar perros, sin utilizar el miedo como forma de aprendizaje, para ayudarles a encontrar una familia.
Son nueve talleres, cada uno de ellos con un perro diferente proveniente de una protectora distinta. En ellos, los y las adolescentes participantes también preparan los materiales necesarios para realizar la difusión que promueva su adopción, acompañan y ayudan en ese proceso mediante talleres para elaborar juguetes cognitivos, chapas identificativas, mordedores, etc. El encuentro final es en una protectora, donde los adolescentes hacen entrega de todos los materiales desarrollados.
A la vez que se da visibilidad a perros en adopción de diferentes entidades de protección animal, el objetivo es ofrecer un espacio de seguridad y empoderamiento personal a los jóvenes a través de metodologías de aprendizaje por servicio. El aprendizaje por servicio es una propuesta educativa que combina procesos de aprendizaje y de servicio a la comunidad en un único proyecto. Los participantes se forman al involucrarse en necesidades reales del entorno con la finalidad de mejorarlo. Además, el contacto con animales permite dar opciones de un ocio inclusivo, divertido y de bienestar animal.",[''],Not in a group,No details,"['PROYECTO', 'ENCUENTROS']",https://www.lacasaencendida.es/proyecto/autocuidado-y-entrenamiento-de-perros-en-adopcion-con-jovenes-voluntarios,https://www.lacasaencendida.es/storage/5790/responsive-images/13346-609f-autocuidado_entrenamiento_perros_adopcion_voluntarios_3_nt___detail_1600_900.jpg,
186,Fuego en la habitación. El cine de Judith Adataberna,No definido,28 abr 2022,"Sesión retrospectiva de los trabajos de la cineasta gallega Judith Adataberna, donde explora la naturaleza de la percepción, a la vez que investiga sobre la diferencia entre lo que existe en el mundo y la forma en la que lo procesan nuestros sentidos.","Programa:
Parpadeo - 3,52 min / 2018
Bajo las problemáticas de la aceleración de vida en las sociedades turbocapitalistas, Parpadeo se presenta como un experimento fílmico que juega desafiando el umbral de consciencia visual. La absorción y el efecto del bombardeo de imágenes al que estamos acostumbrados se desconfigura como una melodía llena de necesidades. Desde esta perspectiva, dos espacios opuestos, ciudad y naturaleza, dialogan interpelando en una reflexión sobre el hábitat. 
Glimpses in the devil’s eye - 16.22 min  /2019
Me pregunto qué habrá dentro del ojo del diablo, un caleidoscopio gira dentro de la pupila maligna. El mundo se descuartiza, esa es la imagen más real que alcanza a ver mi vista. Desde la aceleración de las partículas hasta la amenaza de ser devorado por otro, me pregunto cuando se originó el mal.
El Espectrorium - 13 min / 2017",[''],Pasajes FILMADRID,No details,['CINE'],https://www.lacasaencendida.es/cine/fuego-habitacion-cine-judith-adataberna,https://www.lacasaencendida.es/storage/5845/responsive-images/13409-609f-pasajes_adataberna_nt___detail_1600_900.jpg,2 horas
187,Encuentro con Philippe Moal,No definido,28 abr 2022,"Encuentro-coloquio con el escritor francés, donde desgrana y comparte su libro Pistas para la no-violencia.","El autor Philippe Moal presenta las líneas maestras de este libro que aborda las dificultades que encontramos para salir de la violencia y propone algunas formas de liberarse de ella, tanto a nivel personal como social.
Tras la presentación tiene lugar un coloquio.
Philippe Moal es francés, fundador del Observatorio de la no-violencia y miembro del Centro de Estudio Humanista Noesis. Su primer libro, Violencia, consciencia, no-violencia, editado en 2017, fue patrocinado por la Comisión nacional para la UNESCO. Ha difundido la metodología de la no-violencia activa desde los años 80 en Francia, Rumania, Benín y Chile y ahora se dedica a escribir y dar conferencias y talleres en España.
 ",[''],Encuentro con autores 2022,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/encuentro-con-philippe-moal,https://www.lacasaencendida.es/storage/5844/responsive-images/13404-609f-moal_nt___detail_1600_900.jpg,1 hora 30 minutos
188,Un mundo convulso: de la Covid a Ucrania,No definido,28 abr 2022,Los comisarios de la renovada exposición Los retos del mundo en la era post-Covid II conversan sobre los retos a los que se enfrenta el mundo tras la pandemia y el conflicto bélico en Ucrania.,"Transcurridos dos años desde la declaración de la pandemia por la Covid-19, y cuando estábamos empezando a superar algunas de las crisis provocadas por ella, estalla de manera inesperada el conflicto de la invasión de Ucrania por la Rusia de Putin.
Este acontecimiento ha tenido lugar en un momento en el que todas las grandes potencias, y de hecho toda la humanidad, debería trabajar para controlar el gran azote de la destrucción medioambiental que ya nos está llevando a una situación desastrosa, y que pronto será mucho peor si no se realizan con prontitud grandes esfuerzos. El Grupo Intergubernamental de Expertos sobre el Cambio Climático acaba de publicar el último informe sobre cómo nos dirigimos hacia la catástrofe.
Los efectos de la pandemia sobre los suministros, el cambio climático, las migraciones, la pobreza y la salud mental han sido devastadores. Y se verán agravados por el conflicto ucraniano.
Ponentes:
Ferran Montesa, director general de Le Monde diplomatique en español.",[''],Los retos del mundo en la era post-Covid,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/mundo-convulso-covid-ucrania,https://www.lacasaencendida.es/storage/5919/responsive-images/13507-609f-mundo_convulso_covid_ucrania_nt___detail_1600_900.jpg,1 hora 30 minutos
189,Encuentro #Abril de Venecia. Club de lectura,No definido,28 abr 2022,"En el mes de abril, y en diálogo con la exposición Poemas que nunca mostraré. Chiara Fumai 2007-2017, el club de lectura Venecia propone la lectura y puesta en común de la novela Memorias de abajo, el relato autobiográfico más descarnado de la escritora y artista surrealista Leonora Carrington.","“Hace exactamente tres años estuve internada en el sanatorio del doctor Morales, en Santander, España, tras declararme irremediablemente loca el doctor Pardo de Madrid y el cónsul británico. Después de conocerle a usted por casualidad, a quien considero el más lúcido de todos, empecé hace una semana a reunir los hilos que pudieron llevarme a cruzar el umbral inicial del Conocimiento”.
A fecha de 23 de agosto de 1943, Leonora Carrington arranca con estas palabras Memorias de abajo. Este texto de la escritora y artista surrealista es la propuesta para la sesión de abril del club de lectura, poniéndolo en diálogo con la muestra de Chiara Fumai.
Siguiendo la revisión historiográfica realizada por Fumai para rescatar figuras como la médium Eusapia Palladino, la escritora feminista Carla Lonzi, la anarquista Valerie Solanas o la terrorista Ulrike Meinhof, desde Venecia nos proponemos indagar en la obra de Leonora Carrington a partir de su relato autobiográfico más descarnado.
Para acudir a la sesión es recomendable haber leído Memorias de abajo, de Leonora Carrington (Alpha Decay, Barcelona, 2017), que se puede encontrar en las bibliotecas públicas de la ciudad y la Comunidad de Madrid o en librerías.",[''],Venecia. Club de lectura,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/encuentro-abril-de-venecia-club-de-lectura,https://www.lacasaencendida.es/storage/5948/responsive-images/13557-609f-encuentro_abril_2022_venecia_club_lectura_nt___detail_1600_900.jpg,2 horas
190,América Latina: el muro de la desigualdad,No definido,27 abr 2022,"Tres periodistas con amplia experiencia en América Latina —Raquel Godos de la Puente, subdirectora para América de la agencia EFE, Lorena Arroyo, editora de El País América, y Cristina García Casado, periodista de Univision Noticias— conversan con la periodista Fátima Martínez sobre los desafíos para contar esta región con todos sus matices.","¿Cómo contar América Latina, el continente más desigual del planeta? ¿Cómo explicar su diversidad (de grupos étnicos, clases sociales…) a las audiencias —también muy diversas— que hablan español: desde Latinoamérica a España pasando por los latinos en Estados Unidos?
De los aspectos que unen a la región: las desigualdades y la impunidad como traba para el progreso a las diferencias entre países, esta mesa online tiene como objetivo ir más allá de los titulares por los que América Latina suele salir en las noticias.
La región alberga algunos regímenes autoritarios y mandatarios populistas que se presentan como una amenaza para las libertades en diferentes niveles. En Nicaragua, el Gobierno de Daniel Ortega consolidó el año pasado un nuevo mandato tras unas elecciones sin competencia después de apresar a todos sus opositores. La Venezuela de Nicolás Maduro, sumida en una profunda crisis económica y humanitaria, ya suma más de seis millones de migrantes y refugiados por el mundo, según ACNUR. En Brasil, en pleno año electoral y siguiendo el guion de Donald Trump, Jair Bolsonaro está sembrando la duda sobre el sistema de votación y cargando contra los órganos judiciales independientes. Y en Centroamérica, la justicia y los organismos de derechos humanos sufren también el embate de líderes como Nayib Bukele, en El Salvador, o de todo un sistema que protege sus intereses en el caso de Guatemala.",[''],Ellas cuentan el mundo,No details,"['ONLINE', 'ENCUENTROS']",https://www.lacasaencendida.es/contenido-online-actividades/america-latina-muro-desigualdad,https://www.lacasaencendida.es/storage/5894/responsive-images/13485-609f-pensar_america_latina_muro_desigualdad_nt___detail_1600_900.jpg,1 hora 30 minutos
191,V Jornada Alimentar el cambio,No definido,27 abr 2022,"Cada vez más escuelas apuestan por menús más saludables y sostenibles. La V Jornada Alimentar el Cambio presenta los grandes avances realizados en las escuelas de 0 a 3 años de la capital y los retos pendientes, ya que esta modalidad apenas ha llegado a los colegios públicos de la región.","Desde la I Jornada Alimentar el cambio, celebrada en 2017, se han logrado muchos avances en alimentación sostenible y saludable en las escuelas madrileñas, principalmente en la etapa 0-3 años, y en algunos centros concertados. Pero estas mejoras están lejos de extenderse a toda la red pública madrileña a pesar del reciente cambio en el modelo de comedor escolar de los colegios públicos de la ciudad. La mejora socioambiental de la alimentación escolar empieza por cómo las administraciones definen cómo debe ser un comedor escolar y cómo supervisan a las empresas en quienes delegan.
Innovaciones en la licitación de comedores escolares sostenibles y saludables
De 10 a 13 h. Encuentro online.
La mayoría de servicios de alimentación escolar en Madrid son prestados por empresas gestoras contratadas por la Administración. El contenido de los pliegos de contratación es determinante para incorporar alimentos ecológicos, de proximidad o menús con un menor impacto climático. En esta conversación, se dan a conocer detalles de cómo diferentes administraciones españolas están mejorando la alimentación en sus centros escolares innovando en sus licitaciones.",[''],Not in a group,No details,"['ONLINE', 'ENCUENTROS']",https://www.lacasaencendida.es/contenido-online-actividades/v-jornada-alimentar-cambio,https://www.lacasaencendida.es/storage/5935/responsive-images/13541-609f-alimentar_el_cambio_nt___detail_1600_900.jpg,3 horas
192,Transición energética sin crisis ecosocial,No definido,26 abr 2022,En este encuentro online se analizan las dificultades y los requisitos necesarios para lograr una transición energética sostenible sin desembocar en una crisis ecosocial.,"Transitar hacia una nueva base energética requiere de algo más que de una aceleración del desarrollo tecnológico y de la sustitución de fuentes energéticas de origen fósil por otras de naturaleza renovable.
Es necesario tener en cuenta diferentes factores como la limitación de los recursos naturales, la presencia de instituciones, actores y relaciones de poder en el sector eléctrico o las particularidades que conllevaría realizar una descarbonización a través de un sistema eléctrico basado en flujos renovables.
Este encuentro propone abordar la crisis energética con el nivel de complejidad y seriedad que requiere, tratándolo como un sistema  gobernado por estructuras oligopólicas que condicionan el funcionamiento de los mercados y la fijación de los precios, y que rezuma fuertes tensiones geopolíticas.
Participan:
Óscar Carpintero, autor invitado en el número 156 de la revista Papeles y profesor en la Universidad de Valladolid.
Tica Font, autora invitada en el número 156 de la revista Papeles y miembro del Centre Delàs.",[''],Debates para un pensamiento inclusivo,No details,"['ONLINE', 'ENCUENTROS']",https://www.lacasaencendida.es/contenido-online-actividades/transicion-energetica-crisis-ecosocial,https://www.lacasaencendida.es/storage/5858/responsive-images/13430-609f-espejismos_escenarios_emancipadores_nt___detail_1600_950.jpg,1 hora 30 minutos
193,Fanzine (casete) para llevar,No definido,24 abr 2022,"Edición especial de Fanzine para llevar donde puedes diseñar y grabar tu propia casete de la mano del estudio de grabación y cómic experimental Rapapawn, la poeta y dj Nayare Soledad y Juan Vacas, miembro de la asociación cultural Real No Real.","Rapapawn se encarga de la parte visual del taller, guiando a los participantes en el diseño del libreto de la casete; Nayare Soledad, a cargo de los lyrics, propone un remix express escrito en el que cada participante pasa por la mesa de mezclas y en conjunto seleccionan fragmentos de letras de canciones de salsa, cumbia y reguetón; y Juan Vacas graba en vivo la voz de cada participante en la cinta.
Rapapawn es un estudio de animación y cómic experimental creado por Óscar Raña y Cynthia Alfonso. Destacan los trabajos realizados en el ámbito musical para artistas como Holy Fuck o Dan Deacon, o los elaborados para entidades como WeTransfer, The New York Times, MOOG o Givenchy. En su obra editorial, donde abordan la abstracción y la secuencialidad como herramientas de experimentación, destacan publicaciones como HE-HE, SOPAPO o LEIRA/LERIA. Su proyecto expositivo pudo verse en Mountain Analogue (Seattle); en DEMO-It’s Nice that, (Amsterdam); en las colectivas Narcohumanisme. Farmàcies i estupefaents a les pràctiques artístiques actuals (Bòlit, Girona), A arte no cómic (Pontevedra) y Afinidades selectivas XII, (Vigo); o en ciudades como Madrid, París o Taiwan.
Nayare Soledad es poeta, dj, conductora asalariada, curadora y sanadora. Travesti torcida, tozuda y romántica. Tuvo una residencia artística en Matadero Madrid en 2020/2021, ha autopublicado su poemaria .",[''],Libros Mutantes 2022. Madrid Art Book Fair,No details,"['PROYECTO', 'ENCUENTROS']",https://www.lacasaencendida.es/proyecto/fanzine-casete-llevar,https://www.lacasaencendida.es/storage/5955/responsive-images/13566-609f-fanzine_casete_llevar_nt___detail_1600_900.jpg,2 horas
